,address,others,price
35,"209 Independence Dr # 1STD, Boston, MA",1 bd · 1 ba · -- sqft,"$2,340/mo"
36,"Willow St, West Roxbury, MA",1 bd · 1 ba · 580 sqft,"$2,150/mo"
37,"5124 Washington St # 138R, West Roxbury, MA",Studio · 1 ba · -- sqft,"$1,375/mo"
38,"142 Edgemere Rd APT 7, Boston, MA",1 bd · 1 ba · -- sqft,"$1,695/mo"
39,"Independence Dr, Boston, MA",2 bds · 2 ba · -- sqft,"$2,980/mo"
40,"Centre St, West Roxbury, MA","2 bds · 1 ba · 2,322 sqft","$2,300/mo"
41,"164 Gardner St, Boston, MA",2 bds · 1 ba · 800 sqft,"$1,900/mo"
42,"Spring St, Boston, MA",Studio · 1 ba · -- sqft,"$1,300/mo"
43,"155 Manthorne Rd # 2, West Roxbury, MA","3 bds · 1 ba · 1,600 sqft","$2,300/mo"
44,"54 Manthorne Rd # 54, Boston, MA","4 bds · 2 ba · 2,600 sqft","$3,600/mo"
45,"143 Edgemere Rd, West Roxbury, MA",2 bds · 1 ba · -- sqft,"$2,125/mo"
46,"23 Hastings St # 3, Boston, MA",2 bds · 1 ba · 950 sqft,"$2,025/mo"
47,"4789 Washington St APT 2, Boston, MA","2 bds · 1 ba · 1,462 sqft","$1,700/mo"
48,"416 Belgrade Ave APT 46, Boston, MA",2 bds · 1 ba · 720 sqft,"$1,925/mo"
49,"376380 Grove St # 1, Boston, MA","2 bds · 2 ba · 1,150 sqft","$1,950/mo"
50,"54 Manthorne Rd, Boston, MA","4 bds · 2 ba · 4,270 sqft","$3,600/mo"
51,"54 Manthorne Rd # 2, Boston, MA","4 bds · 2 ba · 2,600 sqft","$3,600/mo"
52,"Park St, Boston, MA",Studio · 1 ba · -- sqft,"$1,800/mo"
53,"426 Belgrade Ave # 203, West Roxbury, MA","2 bds · 2 ba · 1,259 sqft","$3,300/mo"
54,"Belgrade Ave, West Roxbury, MA","3 bds · 2 ba · 1,191 sqft","$3,900/mo"
55,"Belgrade Ave, West Roxbury, MA","3 bds · 2 ba · 1,566 sqft","$4,200/mo"
56,"2 bed, 2.0 bath, $2,350, 19",2 bds · 2 ba · -- sqft,"$2,350/mo"
57,"141 Willow St # 1, Boston, MA",2 bds · 1 ba · -- sqft,"$2,300/mo"
58,"Lagrange St, West Roxbury, MA",1 bd · 1 ba · -- sqft,"$1,550/mo"
59,"16 March Ave # 3, Boston, MA","3 bds · 1 ba · 1,000 sqft","$2,000/mo"
60,"Willow St, Boston, MA","2 bds · 1 ba · 1,200 sqft","$1,800/mo"
61,"4981 Washington St # 31, West Roxbury, MA","3 bds · 1 ba · 1,200 sqft","$2,775/mo"
62,"4980 Washington St # 32, West Roxbury, MA","4 bds · 1 ba · 1,400 sqft","$2,995/mo"
63,"4802 Washington St # 33, West Roxbury, MA","4 bds · 2 ba · 1,300 sqft","$2,850/mo"
64,"Park St, West Roxbury, MA",Studio · 1 ba · 307 sqft,"$1,815/mo"
65,"Spring St, Boston, MA",1 bd · 1 ba · -- sqft,"$1,500/mo"
66,"4983 Washington St # 2, Boston, MA","4 bds · 1 ba · 1,400 sqft","$2,895/mo"
67,"Pierpont Rd, Boston, MA","3 bds · 1 ba · 1,200 sqft","$2,100/mo"
68,"4801 Washington St # 32, West Roxbury, MA","4 bds · 2 ba · 1,300 sqft","$2,850/mo"
69,"4800 Washington St # 31, West Roxbury, MA","4 bds · 2 ba · 1,300 sqft","$2,850/mo"
70,"25 Rockland St # 3, Boston, MA",2 bds · 1.5 ba · 965 sqft,"$1,700/mo"
71,"20 Hastings St # 33, West Roxbury, MA",2 bds · 1 ba · 950 sqft,"$2,075/mo"
72,"23 Hastings St, Boston, MA","2 bds · 1 ba · 1,100 sqft","$2,075/mo"
73,"56 Spring St # 2, Boston, MA",1 bd · 1 ba · 725 sqft,"$1,650/mo"
74,"Weld St, Boston, MA","2 bds · 1 ba · 1,600 sqft","$2,700/mo"
75,"1216 Vfw Pkwy APT 44, Boston, MA","2 bds · 2 ba · 1,071 sqft","$2,200/mo"
76,"Park St, Boston, MA","1 bd · 1 ba · 3,014 sqft","$2,700/mo"
77,"Edgemere Rd, West Roxbury, MA","Studio · 1 ba · 1,007 sqft","$1,350/mo"
