,address,others,price
27,"17 Russell St # 1, Boston, MA",1 bd · 1 ba · 621 sqft,"$1,950/mo"
28,"11 Monument Ave # 2, Charlestown, MA","2 bds · 1 ba · 1,050 sqft","$2,500/mo"
29,"Elm St, Boston, MA",2 bds · 2 ba · -- sqft,"$4,000/mo"
30,"74 Perkins St # 430, Charlestown, MA",1 bd · 1 ba · 835 sqft,"$2,650/mo"
31,"530 Medford St # 1, Boston, MA",Studio · 1 ba · 400 sqft,"$1,400/mo"
32,"4 Mount Vernon St # 1, Boston, MA",1 bd · 1 ba · 750 sqft,"$2,900/mo"
33,"252 Main St # 2, Charlestown, MA","2 bds · 1.5 ba · 1,300 sqft","$3,100/mo"
34,"67 Baldwin St # 2, Charlestown, MA",2 bds · 1 ba · 900 sqft,"$2,600/mo"
35,"86 Washington St, Boston, MA",1 bd · 1 ba · -- sqft,"$1,965/mo"
36,"68 Baldwin St # U21, Boston, MA","2 bds · 1.5 ba · 1,082 sqft","$3,400/mo"
37,"Elm St, Boston, MA","3 bds · 1 ba · 1,033 sqft","$3,600/mo"
38,"96 Bunker Hill St # 1, Boston, MA",2 bds · 1 ba · 733 sqft,"$2,600/mo"
39,"Bunker Hill St, Charlestown, MA","3 bds · 3 ba · 1,871 sqft","$7,000/mo"
40,"22 Concord St # 2, Charlestown, MA",2 bds · 1 ba · 600 sqft,"$2,000/mo"
41,"73 Main St APT 11, Boston, MA",1 bd · 1 ba · 520 sqft,"$2,300/mo"
42,"77 Lawrence St, Charlestown, MA","2 bds · 2 ba · 1,111 sqft","$3,851/mo"
43,"5 Cedar St # 1, Boston, MA",2 bds · 2 ba · 890 sqft,"$3,200/mo"
44,"50 Main St APT 21, Charlestown, MA",1 bd · 1 ba · 610 sqft,"$2,600/mo"
45,"Perkins St, Charlestown, MA",Studio · 1 ba · -- sqft,"$2,135/mo"
46,"59 W School St # 506, Boston, MA","2 bds · 2 ba · 1,123 sqft","$3,728/mo"
47,"104 High St, Charlestown, MA","1 bd · 1.5 ba · 1,000 sqft","$3,100/mo"
48,"27 High St # 2, Boston, MA","3 bds · 2.5 ba · 1,900 sqft","$5,800/mo"
49,"40 8th St # 1501, Charlestown, MA",Studio · 1 ba · -- sqft,"$2,300/mo"
50,"Monument Sq, Boston, MA",2 bds · 1 ba · 982 sqft,"$3,000/mo"
51,"39 High St APT 3, Charlestown, MA",2 bds · 1 ba · 875 sqft,"$3,000/mo"
52,"53 Baldwin St # 1, Boston, MA",1 bd · 1 ba · 750 sqft,"$2,400/mo"
53,"59 Baldwin St # 2, Boston, MA","3 bds · 2 ba · 1,100 sqft","$3,900/mo"
54,"14 Allston St # 3, Charlestown, MA",2 bds · 2 ba · 974 sqft,"$3,900/mo"
55,"33 Brighton St # 22, Boston, MA","2 bds · 2 ba · 1,100 sqft","$2,890/mo"
56,"15 Main St APT B, Boston, MA",1 bd · 1 ba · 675 sqft,"$2,500/mo"
57,"39 Auburn St # 201, Charlestown, MA",2 bds · 1 ba · -- sqft,"$3,170/mo"
58,"90 Parker St, Boston, MA","2 bds · 2 ba · 1,254 sqft","$3,043/mo"
59,"51 Austin St # 119, Charlestown, MA",2 bds · 2 ba · 711 sqft,"$3,675/mo"
60,"40 Soley St # 2, Boston, MA","2 bds · 1.5 ba · 1,235 sqft","$3,750/mo"
61,"27 Mystic St, Charlestown, MA",1 bd · 1 ba · 650 sqft,"$1,875/mo"
62,"1st Ave, Boston, MA",Studio · 1 ba · -- sqft,"$2,400/mo"
63,"1st Ave, Boston, MA",2 bds · 1 ba · -- sqft,"$3,200/mo"
64,"1st Ave, Boston, MA",2 bds · 1 ba · -- sqft,"$3,200/mo"
65,"12 Summer St # 1A, Charlestown, MA",2 bds · 2 ba · 900 sqft,"$2,800/mo"
66,"8th St, Boston, MA",Studio · 1 ba · 500 sqft,"$2,300/mo"
67,"19 Allston St APT 3-SOJ, Charlestown, MA",2 bds · 2 ba · -- sqft,"$3,000/mo"
68,"51 Brighton St, Boston, MA",2 bds · 2 ba · -- sqft,"$3,040/mo"
69,"50 Brighton St, Boston, MA",1 bd · 1 ba · -- sqft,"$2,593/mo"
70,"12 Summer St # 1, Charlestown, MA",2 bds · 2 ba · 900 sqft,"$2,800/mo"
71,"23 Austin St # 2O, Boston, MA","2 bds · 2 ba · 1,100 sqft","$3,678/mo"
72,"8th St, Charlestown, MA",Studio · 1 ba · -- sqft,"$2,300/mo"
73,"8th St, Boston, MA",Studio · 1 ba · -- sqft,"$2,300/mo"
74,"W School St, Charlestown, MA","2 bds · 2 ba · 1,148 sqft","$3,728/mo"
75,"47 Harvard St APT A308, Boston, MA",1 bd · 1 ba · 500 sqft,"$2,300/mo"
76,"3 Payson Pl # 2, Charlestown, MA",3 bds · 1 ba · -- sqft,"$3,200/mo"
77,"38 Mystic St, Charlestown, MA",2 bds · 2 ba · -- sqft,"$3,350/mo"
78,"28 Parker Boston Ma 02129 # 14, Boston, MA","5 bds · 2 ba · 1,500 sqft","$4,500/mo"
79,"Caldwell St, Charlestown, MA",4 bds · 2 ba · -- sqft,"$4,800/mo"
80,"437-439 Main St # 1, Boston, MA","Studio · 1 ba · 1,413 sqft","$2,600/mo"
81,"254 1st Ave # 810, Charlestown, MA","3 bds · 2.5 ba · 2,252 sqft","$6,498/mo"
82,"10 16th St, Boston, MA","2 bds · 2 ba · 1,133 sqft","$4,403/mo"
83,"43 Baldwin St # 43, Boston, MA","3 bds · 2.5 ba · 2,127 sqft","$3,800/mo"
84,"34 Mead St # 1, Charlestown, MA","2 bds · 1 ba · 1,000 sqft","$2,200/mo"
85,"55 Pearl Street Pl, Boston, MA",1 bd · 1 ba · -- sqft,"$3,000/mo"
86,"4 Dexter, Charlestown, MA",2 bds · 1 ba · -- sqft,"$5,900/mo"
87,"7 Dexter Row # D, Charlestown, MA",2 bds · 1 ba · 950 sqft,"$5,900/mo"
88,"100 Baldwin St # 1, Charlestown, MA","2 bds · 2 ba · 1,021 sqft","$3,300/mo"
89,"256 Bunker Hill St # 1, Boston, MA","2 bds · 2 ba · 1,257 sqft","$3,500/mo"
90,"Mystic St, Charlestown, MA","2 bds · 2 ba · 1,165 sqft","$3,350/mo"
91,"260 1st Ave, Charlestown, MA","2 bds · 2 ba · 1,449 sqft","$5,273/mo"
92,"4 Dexter Row APT D, Boston, MA",2 bds · 1 ba · 950 sqft,"$5,900/mo"
93,"547 Rutherford Ave # O3, Charlestown, MA",2 bds · 1 ba · -- sqft,"$2,450/mo"
94,"271 Medford St # 225, Charlestown, MA",1 bd · 1 ba · -- sqft,"$3,070/mo"
95,"23 Caldwell St # 2, Charlestown, MA",5 bds · 2 ba · -- sqft,"$5,000/mo"
96,"42 8th St, Charlestown, MA","Studio · 1 ba · 1,000 sqft","$2,300/mo"
97,"W School St, Charlestown, MA","2 bds · 2 ba · 1,125 sqft","$3,800/mo"
98,"Lawrence St, Charlestown, MA",1 bd · 1 ba · 740 sqft,"$3,000/mo"
99,"38 Allston St, Boston, MA",1 bd · 1 ba · 640 sqft,"$1,925/mo"
100,"Bunker Hill St, Charlestown, MA",Studio · 1 ba · 560 sqft,"$1,800/mo"
101,"Mount Vernon St, Boston, MA",2 bds · 2 ba · 982 sqft,"$2,800/mo"
102,"8 Parker St # 2, Charlestown, MA","4 bds · 2 ba · 1,200 sqft","$4,150/mo"
