"","name","price","latitude","longitude"
"497","Myers & Chang",2,42.3438187315924,-71.066250270967
"498","L'Espalier",4,42.3489650343414,-71.0809740424965
"499","Fiore's Bakery",1,42.307928,-71.115828
"500","Flour Bakery + Café",2,42.3482569197856,-71.0738261386231
"501","Toro",3,42.3369631861411,-71.0758940796503
"502","Neptune Oyster",3,42.3632711771092,-71.0560575975533
"503","Ten Tables",3,42.314933658972,-71.114245396185
"504","Island Creek Oyster Bar",3,42.348682243174,-71.095118452365
"505","Barcelona Brookline",3,42.3387152,-71.1389332
"506","Chilacates Mexican Street Food",1,42.31635,-71.10315
"507","Arnold Arboretum",NA,42.299889474,-71.122416281924
"508","El Pelón Taquería",1,42.3432217195996,-71.0989652411179
"509","The Haven",2,42.32168,-71.11038
"510","Atlantic Fish",3,42.3492217873536,-71.0811272917217
"511","Tres Gatos",2,42.31907,-71.11164
"512","Giacomo's Ristorante",2,42.36458,-71.05344
"513","FoMu",2,42.314252,-71.1141346
"514","Zaftigs Delicatessen - Brookline",2,42.343860473774,-71.123682211138
"515","Mike & Patty's",1,42.348561,-71.067928
"516","Eastern Standard Kitchen & Drinks",3,42.348740324378,-71.0960168391466
"517","Ula Café",1,42.314698524785,-71.104042767564
"518","Genki Ya - Brookline",2,42.344925,-71.126758
"519","The Publick House",2,42.3394130267999,-71.1367036548893
"520","Fugakyu Japanese Cuisine",3,42.342954,-71.119374642915
"521","Doyles Cafe",2,42.3064270019531,-71.1072463989258
"522","Toscanini's Ice Cream",2,42.366042,-71.078206
"523","El Oriental De Cuba",2,42.3206854,-71.1105299
"524","Sweet Cheeks Q",2,42.343898,-71.101103
"525","JP Licks",1,42.312815,-71.114091
"526","Life Alive",2,42.366593014329,-71.105495948582
"527","Dorado Tacos & Cemitas",1,42.34529,-71.12661
"528","Gaslight",2,42.3409677894859,-71.0673901926598
"529","Blunch",1,42.3354929990873,-71.0747301578522
"530","Luke's Lobster Back Bay",2,42.3485592,-71.0792457
"531","Oleana Restaurant",3,42.37055,-71.09713
"532","Fiore's Bakery",1,42.307928,-71.115828
"533","Lolita Cocina & Tequila Bar Back Bay",2,42.3505860446405,-71.077508474716
"534","Craigie On Main",4,42.3634817952265,-71.0986128859795
"535","The Capital Grille",4,42.3478110031284,-71.0851110928626
"536","The Salty Pig",2,42.346881,-71.076121
"537","Tasty Burger",1,42.3445778,-71.0982588
"538","Blue Nile Restaurant",2,42.3223067,-71.1093395
"539","Flour Bakery & Cafe",2,42.338443,-71.074548
"540","Picco",2,42.3448751089207,-71.0705310984679
"541","Barcelona Wine Bar South End",2,42.3449355147724,-71.0705436362457
"542","The Paris Creperie",2,42.342472946143,-71.121876499059
"543","Cutty's",1,42.33308,-71.11939
"544","Flour Bakery + Café",2,42.35137,-71.04881
"545","Sam LaGrassa's",2,42.35689,-71.05994
"546","The Beehive",2,42.3446991683707,-71.0713935252701
"547","Haley House Bakery Café",1,42.33204,-71.08253
"548","Modern Pastry Shop",1,42.36324,-71.05474
"549","Row 34",3,42.3495808510305,-71.0475044128162
"550","Pho Basil",2,42.3457679748535,-71.0873718261719
"551","Arnold Arboretum",NA,42.299889474,-71.122416281924
"552","Neptune Oyster",3,42.3632711771092,-71.0560575975533
"553","Island Creek Oyster Bar",3,42.348682243174,-71.095118452365
"554","Ten Tables",3,42.314933658972,-71.114245396185
"555","Toro",3,42.3369631861411,-71.0758940796503
"556","Delfino Restaurant",2,42.28696,-71.12953
"557","Barcelona Brookline",3,42.3387152,-71.1389332
"558","Atlantic Fish",3,42.3492217873536,-71.0811272917217
"559","Giacomo's Ristorante",2,42.36458,-71.05344
"560","Sophia's Grotto",2,42.28672,-71.1299
"561","Redd's in Rozzie",2,42.2855977704978,-71.1292432095424
"562","Mike & Patty's",1,42.348561,-71.067928
"563","Porter Cafe",2,42.287438,-71.149294
"564","Eastern Standard Kitchen & Drinks",3,42.348740324378,-71.0960168391466
"565","Tres Gatos",2,42.31907,-71.11164
"566","Toscanini's Ice Cream",2,42.366042,-71.078206
"567","Doyles Cafe",2,42.3064270019531,-71.1072463989258
"568","FoMu",2,42.314252,-71.1141346
"569","El Pelón Taquería",1,42.3432217195996,-71.0989652411179
"570","Life Alive",2,42.366593014329,-71.105495948582
"571","Chilacates Mexican Street Food",1,42.31635,-71.10315
"572","Gaslight",2,42.3409677894859,-71.0673901926598
"573","Oleana Restaurant",3,42.37055,-71.09713
"574","Luke's Lobster Back Bay",2,42.3485592,-71.0792457
"575","Fiore's Bakery",1,42.307928,-71.115828
"576","Fornax Bread Company",1,42.286162,-71.1298787
"577","Craigie On Main",4,42.3634817952265,-71.0986128859795
"578","Lolita Cocina & Tequila Bar Back Bay",2,42.3505860446405,-71.077508474716
"579","The Salty Pig",2,42.346881,-71.076121
"580","The Capital Grille",4,42.3478110031284,-71.0851110928626
"581","Ula Café",1,42.314698524785,-71.104042767564
"582","Zaftigs Delicatessen - Brookline",2,42.343860473774,-71.123682211138
"583","Flour Bakery & Cafe",2,42.338443,-71.074548
"584","Picco",2,42.3448751089207,-71.0705310984679
"585","Flour Bakery + Café",2,42.35137,-71.04881
"586","Barcelona Wine Bar South End",2,42.3449355147724,-71.0705436362457
"587","The Haven",2,42.32168,-71.11038
"588","Row 34",3,42.3495808510305,-71.0475044128162
"589","Modern Pastry Shop",1,42.36324,-71.05474
"590","Sam LaGrassa's",2,42.35689,-71.05994
"591","JP Licks",1,42.312815,-71.114091
"592","Brassica Kitchen & Cafe",2,42.30026,-71.1131
"593","Rox Diner",2,42.28599,-71.155602
"594","Regina Pizza",2,42.3654185550275,-71.0568833173494
"595","The Beehive",2,42.3446991683707,-71.0713935252701
"596","The Publick House",2,42.3394130267999,-71.1367036548893
"597","Roast Beast",1,42.351783181146,-71.1236789566271
"598","Jim's Deli & Restaurant",1,42.3492849,-71.154215
"599","O Ya",4,42.3514083135866,-71.056866645813
"600","Café Luna",2,42.362925,-71.094225
"601","Arnold Arboretum",NA,42.299889474,-71.122416281924
"602","Neptune Oyster",3,42.3632711771092,-71.0560575975533
"603","Island Creek Oyster Bar",3,42.348682243174,-71.095118452365
"604","Porter Cafe",2,42.287438,-71.149294
"605","Barcelona Brookline",3,42.3387152,-71.1389332
"606","Toro",3,42.3369631861411,-71.0758940796503
"607","Ten Tables",3,42.314933658972,-71.114245396185
"608","Rox Diner",2,42.28599,-71.155602
"609","Roadworthy",1,42.255,-71.16544
"610","Atlantic Fish",3,42.3492217873536,-71.0811272917217
"611","Oishii Sushi Bar",3,42.323131,-71.163463
"612","Giacomo's Ristorante",2,42.36458,-71.05344
"613","Mike & Patty's",1,42.348561,-71.067928
"614","Al Wadi",2,42.277212,-71.172695
"615","Eastern Standard Kitchen & Drinks",3,42.348740324378,-71.0960168391466
"616","Delfino Restaurant",2,42.28696,-71.12953
"617","Life Alive",2,42.366593014329,-71.105495948582
"618","Toscanini's Ice Cream",2,42.366042,-71.078206
"619","El Pelón Taquería",1,42.3432217195996,-71.0989652411179
"620","Oleana Restaurant",3,42.37055,-71.09713
"621","Sophia's Grotto",2,42.28672,-71.1299
"622","Kouzina Estiatorio",2,42.2480794487299,-71.1721379826937
"623","FoMu",2,42.314252,-71.1141346
"624","Jim's Deli & Restaurant",1,42.3492849,-71.154215
"625","Craigie On Main",4,42.3634817952265,-71.0986128859795
"626","Zaftigs Delicatessen - Brookline",2,42.343860473774,-71.123682211138
"627","Himalayan Bistro",2,42.2873419104816,-71.1497354507446
"628","Gaslight",2,42.3409677894859,-71.0673901926598
"629","Luke's Lobster Back Bay",2,42.3485592,-71.0792457
"630","The Publick House",2,42.3394130267999,-71.1367036548893
"631","Doyles Cafe",2,42.3064270019531,-71.1072463989258
"632","Chilacates Mexican Street Food",1,42.31635,-71.10315
"633","Redd's in Rozzie",2,42.2855977704978,-71.1292432095424
"634","Lolita Cocina & Tequila Bar Back Bay",2,42.3505860446405,-71.077508474716
"635","The Capital Grille",4,42.3478110031284,-71.0851110928626
"636","Deep Ellum",2,42.3539,-71.13719
"637","The Salty Pig",2,42.346881,-71.076121
"638","Roast Beast",1,42.351783181146,-71.1236789566271
"639","Genki Ya - Brookline",2,42.344925,-71.126758
"640","Picco",2,42.3448751089207,-71.0705310984679
"641","Fiore's Bakery",1,42.307928,-71.115828
"642","Flour Bakery & Cafe",2,42.338443,-71.074548
"643","Los Amigos Taqueria",1,42.2873305010779,-71.1502859741449
"644","Barcelona Wine Bar South End",2,42.3449355147724,-71.0705436362457
"645","Alive & Kicking Lobsters",2,42.362678527832,-71.1138153076172
"646","Sweet Basil",2,42.2802319200241,-71.2349371325514
"647","The Haven",2,42.32168,-71.11038
"648","Viva Mi Arepa",1,42.26144,-71.15729
"649","Café Luna",2,42.362925,-71.094225
"650","FoMu",1,42.3538588,-71.1370967
"651","Arnold Arboretum",NA,42.299889474,-71.122416281924
"652","Neptune Oyster",3,42.3632711771092,-71.0560575975533
"653","Island Creek Oyster Bar",3,42.348682243174,-71.095118452365
"654","Roadworthy",1,42.255,-71.16544
"655","Toro",3,42.3369631861411,-71.0758940796503
"656","Atlantic Fish",3,42.3492217873536,-71.0811272917217
"657","Barcelona Brookline",3,42.3387152,-71.1389332
"658","Giacomo's Ristorante",2,42.36458,-71.05344
"659","Mike & Patty's",1,42.348561,-71.067928
"660","Porter Cafe",2,42.287438,-71.149294
"661","Steel & Rye",3,42.2698212,-71.0725174
"662","Kouzina Estiatorio",2,42.2480794487299,-71.1721379826937
"663","Eastern Standard Kitchen & Drinks",3,42.348740324378,-71.0960168391466
"664","Tutto Italiano",2,42.2432556,-71.1425115
"665","Delfino Restaurant",2,42.28696,-71.12953
"666","Gaslight",2,42.3409677894859,-71.0673901926598
"667","Yard House",2,42.2301827,-71.1757719
"668","El Pelón Taquería",1,42.3432217195996,-71.0989652411179
"669","Ten Tables",3,42.314933658972,-71.114245396185
"670","Antonio's Bacaro",2,42.25554,-71.12111
"671","Toscanini's Ice Cream",2,42.366042,-71.078206
"672","Sophia's Grotto",2,42.28672,-71.1299
"673","ZAZ",2,42.2558259061801,-71.1228439236887
"674","Doyles Cafe",2,42.3064270019531,-71.1072463989258
"675","Luke's Lobster Back Bay",2,42.3485592,-71.0792457
"676","FoMu",2,42.314252,-71.1141346
"677","Chilacates Mexican Street Food",1,42.31635,-71.10315
"678","Life Alive",2,42.366593014329,-71.105495948582
"679","The Salty Pig",2,42.346881,-71.076121
"680","Flour Bakery & Cafe",2,42.338443,-71.074548
"681","Rox Diner",2,42.28599,-71.155602
"682","The Capital Grille",4,42.3478110031284,-71.0851110928626
"683","Lolita Cocina & Tequila Bar Back Bay",2,42.3505860446405,-71.077508474716
"684","Redd's in Rozzie",2,42.2855977704978,-71.1292432095424
"685","Picco",2,42.3448751089207,-71.0705310984679
"686","Barcelona Wine Bar South End",2,42.3449355147724,-71.0705436362457
"687","Viva Mi Arepa",1,42.26144,-71.15729
"688","Zaftigs Delicatessen - Brookline",2,42.343860473774,-71.123682211138
"689","Craigie On Main",4,42.3634817952265,-71.0986128859795
"690","Flour Bakery + Café",2,42.35137,-71.04881
"691","Row 34",3,42.3495808510305,-71.0475044128162
"692","The Beehive",2,42.3446991683707,-71.0713935252701
"693","Fiore's Bakery",1,42.307928,-71.115828
"694","The Haven",2,42.32168,-71.11038
"695","Sam LaGrassa's",2,42.35689,-71.05994
"696","Jim's Deli & Restaurant",1,42.3492849,-71.154215
"697","Roast Beast",1,42.351783181146,-71.1236789566271
"698","The Publick House",2,42.3394130267999,-71.1367036548893
"699","Mistral",4,42.3481578332115,-71.072759141675
"700","Pho Basil",2,42.3457679748535,-71.0873718261719
"701","Barcelona Brookline",3,42.3387152,-71.1389332
"702","Deep Ellum",2,42.3539,-71.13719
"703","Carlo's Cucina Italiana",2,42.3531,-71.13116
"704","Neptune Oyster",3,42.3632711771092,-71.0560575975533
"705","Island Creek Oyster Bar",3,42.348682243174,-71.095118452365
"706","Roast Beast",1,42.351783181146,-71.1236789566271
"707","FoMu",1,42.3538588,-71.1370967
"708","In House Cafe",1,42.350837,-71.131071
"709","Fish Market Sushi Bar",2,42.3530513048172,-71.1329669505358
"710","Alive & Kicking Lobsters",2,42.362678527832,-71.1138153076172
"711","Zaftigs Delicatessen - Brookline",2,42.343860473774,-71.123682211138
"712","Russell House Tavern",2,42.373113889528,-71.119494214654
"713","Whole Heart Provisions",2,42.353836,-71.13726
"714","Genki Ya - Brookline",2,42.344925,-71.126758
"715","Punjab Palace",2,42.352732,-71.130435
"716","Jim's Deli & Restaurant",1,42.3492849,-71.154215
"717","Garlic 'n Lemons",1,42.3521091789007,-71.1318954080343
"718","Bonchon Chicken - Allston, MA",2,42.35308,-71.13061
"719","Brown Sugar Cafe",2,42.352041047903,-71.121633890381
"720","Life Alive",2,42.366593014329,-71.105495948582
"721","Dorado Tacos & Cemitas",1,42.34529,-71.12661
"722","Alden & Harlow",3,42.373561,-71.121464
"723","Coreanos Allston",2,42.3529551,-71.1329534
"724","The Publick House",2,42.3394130267999,-71.1367036548893
"725","Atlantic Fish",3,42.3492217873536,-71.0811272917217
"726","Oleana Restaurant",3,42.37055,-71.09713
"727","Fugakyu Japanese Cuisine",3,42.342954,-71.119374642915
"728","Lone Star Taco Bar",2,42.353849,-71.137078
"729","Border Café",2,42.374278750456,-71.120297821449
"730","Kaju Tofu House",2,42.35431,-71.132294
"731","Giacomo's Ristorante",2,42.36458,-71.05344
"732","Dolphin Bay",1,42.3524595116339,-71.128802412403
"733","Crema Cafe",2,42.3735010917752,-71.120680132177
"734","Le's Vietnamese Resturant",1,42.35313,-71.1313799
"735","S & I Thai",1,42.3529551,-71.1329267
"736","Craigie On Main",4,42.3634817952265,-71.0986128859795
"737","Ariana Restaurant",2,42.3627373286036,-71.1378785311356
"738","Hokkaido Ramen Santouka",2,42.3724478,-71.1161063
"739","Toscanini's Ice Cream",2,42.366042,-71.078206
"740","Pho Viet's",1,42.3523273,-71.1247024
"741","Eastern Standard Kitchen & Drinks",3,42.348740324378,-71.0960168391466
"742","Toro",3,42.3369631861411,-71.0758940796503
"743","Dok Bua Thai Kitchen",2,42.34552,-71.12676
"744","Shabu-Zen",2,42.352613,-71.129032
"745","Esperia Grill",2,42.34893,-71.15289
"746","Ittoku",2,42.348397,-71.1390018
"747","Tasca Spanish Restaurant & Bar",2,42.343353,-71.142656
"748","The Breakfast Club",2,42.3631629943848,-71.133544921875
"749","Pinocchios Pizza & Subs",1,42.3719854829495,-71.1202467492146
"750","The Paris Creperie",2,42.342472946143,-71.121876499059
"751","Barcelona Brookline",3,42.3387152,-71.1389332
"752","Jim's Deli & Restaurant",1,42.3492849,-71.154215
"753","Deep Ellum",2,42.3539,-71.13719
"754","Esperia Grill",2,42.34893,-71.15289
"755","Neptune Oyster",3,42.3632711771092,-71.0560575975533
"756","FoMu",1,42.3538588,-71.1370967
"757","Island Creek Oyster Bar",3,42.348682243174,-71.095118452365
"758","Roast Beast",1,42.351783181146,-71.1236789566271
"759","Carlo's Cucina Italiana",2,42.3531,-71.13116
"760","In House Cafe",1,42.350837,-71.131071
"761","Zaftigs Delicatessen - Brookline",2,42.343860473774,-71.123682211138
"762","The Publick House",2,42.3394130267999,-71.1367036548893
"763","Alive & Kicking Lobsters",2,42.362678527832,-71.1138153076172
"764","Russell House Tavern",2,42.373113889528,-71.119494214654
"765","Fish Market Sushi Bar",2,42.3530513048172,-71.1329669505358
"766","Genki Ya - Brookline",2,42.344925,-71.126758
"767","Whole Heart Provisions",2,42.353836,-71.13726
"768","Cafénation",1,42.3490189715376,-71.1541975249355
"769","Tasca Spanish Restaurant & Bar",2,42.343353,-71.142656
"770","Twelve Hours",2,42.34996,-71.16444
"771","Dorado Tacos & Cemitas",1,42.34529,-71.12661
"772","Alden & Harlow",3,42.373561,-71.121464
"773","Life Alive",2,42.366593014329,-71.105495948582
"774","Punjab Palace",2,42.352732,-71.130435
"775","Garlic 'n Lemons",1,42.3521091789007,-71.1318954080343
"776","Brown Sugar Cafe",2,42.352041047903,-71.121633890381
"777","Fugakyu Japanese Cuisine",3,42.342954,-71.119374642915
"778","Ittoku",2,42.348397,-71.1390018
"779","Atlantic Fish",3,42.3492217873536,-71.0811272917217
"780","Giacomo's Ristorante",2,42.36458,-71.05344
"781","Lone Star Taco Bar",2,42.353849,-71.137078
"782","Ariana Restaurant",2,42.3627373286036,-71.1378785311356
"783","Oleana Restaurant",3,42.37055,-71.09713
"784","Bonchon Chicken - Allston, MA",2,42.35308,-71.13061
"785","Crema Cafe",2,42.3735010917752,-71.120680132177
"786","Toro",3,42.3369631861411,-71.0758940796503
"787","Coreanos Allston",2,42.3529551,-71.1329534
"788","Dash Cafe",1,42.349401927428,-71.14959405349
"789","Toscanini's Ice Cream",2,42.366042,-71.078206
"790","Dok Bua Thai Kitchen",2,42.34552,-71.12676
"791","Craigie On Main",4,42.3634817952265,-71.0986128859795
"792","SOFRA Bakery & Cafe",2,42.374936,-71.150448
"793","Eastern Standard Kitchen & Drinks",3,42.348740324378,-71.0960168391466
"794","Dolphin Bay",1,42.3524595116339,-71.128802412403
"795","Cha Yen Thai Cookery",2,42.3707814,-71.1582909
"796","The Paris Creperie",2,42.342472946143,-71.121876499059
"797","S & I Thai",1,42.3529551,-71.1329267
"798","Kaju Tofu House",2,42.35431,-71.132294
"799","Spring Shabu-Shabu",2,42.36268,-71.1359499
"800","Le's Vietnamese Resturant",1,42.35313,-71.1313799
"801","Island Creek Oyster Bar",3,42.348682243174,-71.095118452365
"802","Atlantic Fish",3,42.3492217873536,-71.0811272917217
"803","Toro",3,42.3369631861411,-71.0758940796503
"804","Neptune Oyster",3,42.3632711771092,-71.0560575975533
"805","Eastern Standard Kitchen & Drinks",3,42.348740324378,-71.0960168391466
"806","El Pelón Taquería",1,42.3432217195996,-71.0989652411179
"807","The Capital Grille",4,42.3478110031284,-71.0851110928626
"808","Luke's Lobster Back Bay",2,42.3485592,-71.0792457
"809","Lolita Cocina & Tequila Bar Back Bay",2,42.3505860446405,-71.077508474716
"810","The Salty Pig",2,42.346881,-71.076121
"811","Pho Basil",2,42.3457679748535,-71.0873718261719
"812","Giacomo's Ristorante",2,42.36458,-71.05344
"813","L'Espalier",4,42.3489650343414,-71.0809740424965
"814","Mike & Patty's",1,42.348561,-71.067928
"815","Abe & Louie's",3,42.3492240905762,-71.0815887451172
"816","Toscanini's Ice Cream",2,42.366042,-71.078206
"817","Sweet Cheeks Q",2,42.343898,-71.101103
"818","Tasty Burger",1,42.3445778,-71.0982588
"819","Render Coffee",1,42.3411102,-71.0815582
"820","Boston Burger Company - Boston",2,42.34681,-71.08847
"821","Giacomo's",2,42.34406,-71.077732
"822","Life Alive",2,42.366593014329,-71.105495948582
"823","Deuxave",3,42.349521,-71.089166
"824","Oleana Restaurant",3,42.37055,-71.09713
"825","Craigie On Main",4,42.3634817952265,-71.0986128859795
"826","Top of the Hub",3,42.3485661293609,-71.0822875410004
"827","Gaslight",2,42.3409677894859,-71.0673901926598
"828","Sorellina",4,42.3488367161261,-71.0779036594912
"829","SRV Boston",3,42.3409180006501,-71.0816150531173
"830","Picco",2,42.3448751089207,-71.0705310984679
"831","Barcelona Wine Bar South End",2,42.3449355147724,-71.0705436362457
"832","Orinoco",2,42.33892,-71.07596
"833","Flour Bakery & Cafe",2,42.338443,-71.074548
"834","The Beehive",2,42.3446991683707,-71.0713935252701
"835","Douzo",3,42.3468979763336,-71.0755712773849
"836","Café Luna",2,42.362925,-71.094225
"837","Mistral",4,42.3481578332115,-71.072759141675
"838","Sam LaGrassa's",2,42.35689,-71.05994
"839","Sonsie",2,42.34884,-71.08625
"840","Modern Pastry Shop",1,42.36324,-71.05474
"841","Flour Bakery + Café",2,42.3482569197856,-71.0738261386231
"842","Piattini",2,42.34969,-71.08122
"843","Barcelona Brookline",3,42.3387152,-71.1389332
"844","Regina Pizza",2,42.3654185550275,-71.0568833173494
"845","Fogo de Chão Brazilian Steakhouse",3,42.34880756427,-71.077162199668
"846","Flour Bakery + Café",2,42.361010767746,-71.096618104537
"847","Cuchi Cuchi",3,42.36334,-71.09713
"848","Flour Bakery + Café",2,42.35137,-71.04881
"849","The Pour House",1,42.3484840393066,-71.0843353271484
"850","Row 34",3,42.3495808510305,-71.0475044128162
"851","Island Creek Oyster Bar",3,42.348682243174,-71.095118452365
"852","Atlantic Fish",3,42.3492217873536,-71.0811272917217
"853","Eastern Standard Kitchen & Drinks",3,42.348740324378,-71.0960168391466
"854","Neptune Oyster",3,42.3632711771092,-71.0560575975533
"855","El Pelón Taquería",1,42.3432217195996,-71.0989652411179
"856","Life Alive",2,42.366593014329,-71.105495948582
"857","Craigie On Main",4,42.3634817952265,-71.0986128859795
"858","The Capital Grille",4,42.3478110031284,-71.0851110928626
"859","Luke's Lobster Back Bay",2,42.3485592,-71.0792457
"860","Lolita Cocina & Tequila Bar Back Bay",2,42.3505860446405,-71.077508474716
"861","Café Luna",2,42.362925,-71.094225
"862","Toro",3,42.3369631861411,-71.0758940796503
"863","The Salty Pig",2,42.346881,-71.076121
"864","Giacomo's Ristorante",2,42.36458,-71.05344
"865","Flour Bakery + Café",2,42.361010767746,-71.096618104537
"866","Cuchi Cuchi",3,42.36334,-71.09713
"867","Sweet Cheeks Q",2,42.343898,-71.101103
"868","Alive & Kicking Lobsters",2,42.362678527832,-71.1138153076172
"869","Pho Basil",2,42.3457679748535,-71.0873718261719
"870","L'Espalier",4,42.3489650343414,-71.0809740424965
"871","Roast Beast",1,42.351783181146,-71.1236789566271
"872","Zaftigs Delicatessen - Brookline",2,42.343860473774,-71.123682211138
"873","Toscanini's Ice Cream",2,42.366042,-71.078206
"874","Tasty Burger",1,42.3445778,-71.0982588
"875","Mike & Patty's",1,42.348561,-71.067928
"876","Oleana Restaurant",3,42.37055,-71.09713
"877","Abe & Louie's",3,42.3492240905762,-71.0815887451172
"878","Fugakyu Japanese Cuisine",3,42.342954,-71.119374642915
"879","Veggie Galaxy",2,42.3636681909004,-71.101134969724
"880","Genki Ya - Brookline",2,42.344925,-71.126758
"881","Brown Sugar Cafe",2,42.352041047903,-71.121633890381
"882","Barcelona Brookline",3,42.3387152,-71.1389332
"883","Deuxave",3,42.349521,-71.089166
"884","Carlo's Cucina Italiana",2,42.3531,-71.13116
"885","Saltie Girl",3,42.3511377,-71.0776626
"886","Gyu-Kaku Japanese BBQ",2,42.3464102,-71.1070482
"887","In House Cafe",1,42.350837,-71.131071
"888","Dorado Tacos & Cemitas",1,42.34529,-71.12661
"889","Boston Burger Company - Boston",2,42.34681,-71.08847
"890","Render Coffee",1,42.3411102,-71.0815582
"891","Giacomo's",2,42.34406,-71.077732
"892","Top of the Hub",3,42.3485661293609,-71.0822875410004
"893","Tatte Bakery & Cafe",2,42.3457847,-71.1070339
"894","Sorellina",4,42.3488367161261,-71.0779036594912
"895","Area Four - Kendall Square",2,42.363073,-71.0924589
"896","Gaslight",2,42.3409677894859,-71.0673901926598
"897","Picco",2,42.3448751089207,-71.0705310984679
"898","The Paris Creperie",2,42.342472946143,-71.121876499059
"899","Barcelona Wine Bar South End",2,42.3449355147724,-71.0705436362457
"900","Japonaise Bakery and Cafe",1,42.34629,-71.10785
"901","Barcelona Brookline",3,42.3387152,-71.1389332
"902","Island Creek Oyster Bar",3,42.348682243174,-71.095118452365
"903","Neptune Oyster",3,42.3632711771092,-71.0560575975533
"904","Zaftigs Delicatessen - Brookline",2,42.343860473774,-71.123682211138
"905","El Pelón Taquería",1,42.3432217195996,-71.0989652411179
"906","Genki Ya - Brookline",2,42.344925,-71.126758
"907","The Publick House",2,42.3394130267999,-71.1367036548893
"908","Roast Beast",1,42.351783181146,-71.1236789566271
"909","Fugakyu Japanese Cuisine",3,42.342954,-71.119374642915
"910","Dorado Tacos & Cemitas",1,42.34529,-71.12661
"911","Deep Ellum",2,42.3539,-71.13719
"912","Atlantic Fish",3,42.3492217873536,-71.0811272917217
"913","In House Cafe",1,42.350837,-71.131071
"914","Toro",3,42.3369631861411,-71.0758940796503
"915","Carlo's Cucina Italiana",2,42.3531,-71.13116
"916","FoMu",1,42.3538588,-71.1370967
"917","Giacomo's Ristorante",2,42.36458,-71.05344
"918","The Paris Creperie",2,42.342472946143,-71.121876499059
"919","Eastern Standard Kitchen & Drinks",3,42.348740324378,-71.0960168391466
"920","Brown Sugar Cafe",2,42.352041047903,-71.121633890381
"921","Life Alive",2,42.366593014329,-71.105495948582
"922","Fish Market Sushi Bar",2,42.3530513048172,-71.1329669505358
"923","Dok Bua Thai Kitchen",2,42.34552,-71.12676
"924","Sweet Cheeks Q",2,42.343898,-71.101103
"925","Toscanini's Ice Cream",2,42.366042,-71.078206
"926","Oleana Restaurant",3,42.37055,-71.09713
"927","Cutty's",1,42.33308,-71.11939
"928","Mike & Patty's",1,42.348561,-71.067928
"929","Craigie On Main",4,42.3634817952265,-71.0986128859795
"930","The Haven",2,42.32168,-71.11038
"931","Tasca Spanish Restaurant & Bar",2,42.343353,-71.142656
"932","Whole Heart Provisions",2,42.353836,-71.13726
"933","Punjab Palace",2,42.352732,-71.130435
"934","Ganko Ittetsu Ramen",2,42.343347,-71.1234952
"935","Garlic 'n Lemons",1,42.3521091789007,-71.1318954080343
"936","Bonchon Chicken - Allston, MA",2,42.35308,-71.13061
"937","Alive & Kicking Lobsters",2,42.362678527832,-71.1138153076172
"938","Orinoco",2,42.3338191846724,-71.1190102987469
"939","The Abbey",2,42.338727403673,-71.13674593295
"940","Luke's Lobster Back Bay",2,42.3485592,-71.0792457
"941","The Capital Grille",4,42.3478110031284,-71.0851110928626
"942","Michael's Deli",2,42.3415984,-71.121215
"943","Jim's Deli & Restaurant",1,42.3492849,-71.154215
"944","Ittoku",2,42.348397,-71.1390018
"945","Lolita Cocina & Tequila Bar Back Bay",2,42.3505860446405,-71.077508474716
"946","Dolphin Bay",1,42.3524595116339,-71.128802412403
"947","Pho Viet's",1,42.3523273,-71.1247024
"948","Coreanos Allston",2,42.3529551,-71.1329534
"949","Café Luna",2,42.362925,-71.094225
"950","Tres Gatos",2,42.31907,-71.11164
