,address,others,price
44,"338 Warren St APT 4, Boston, MA","3 bds · 1 ba · 1,100 sqft","$2,400/mo"
45,"Washington St, Boston, MA","5 bds · -- ba · 1,293 sqft","$3,995/mo"
46,"15 Guild St # 205, Boston, MA","2 bds · 2 ba · 1,100 sqft","$3,600/mo"
47,"25 Laurel St # 1, Boston, MA",2 bds · 1 ba · -- sqft,"$1,950/mo"
48,"149 Cedar St # U1A, Boston, MA",4 bds · 2 ba · -- sqft,"$4,000/mo"
49,"Warren St, Boston, MA",2 bds · 1 ba · 750 sqft,"$1,800/mo"
50,"Forest St, Boston, MA",2 bds · 1 ba · -- sqft,"$3,475/mo"
51,"67 Lambert Ave # 1, Boston, MA","1 bd · 1 ba · 3,600 sqft","$1,750/mo"
52,"25 Bragdon St # 1CRG, Boston, MA",3 bds · 1 ba · 850 sqft,"$2,675/mo"
53,"240 Warren St # 22, Boston, MA",1 bd · 1 ba · -- sqft,"$2,200/mo"
54,"Townsend St, Boston, MA","3 bds · 1 ba · 1,200 sqft","$2,750/mo"
55,"30 Circuit St 3 Boston Ma 02119 Roxbury # 3AB, Roxbury, MA",4 bds · 1.5 ba · -- sqft,"$3,100/mo"
56,"126 Warren St, Roxbury, MA",2 bds · 1 ba · -- sqft,"$2,180/mo"
57,"Amory St, Boston, MA",3 bds · 2 ba · -- sqft,"$3,100/mo"
58,"3116 Washington St # 4, Boston, MA",4 bds · 1 ba · -- sqft,"$3,275/mo"
59,"86 Bragdon St # 2, Boston, MA",4 bds · 1 ba · -- sqft,"$2,800/mo"
60,"126 Warren St # 31X, Boston, MA",2 bds · 1 ba · -- sqft,"$2,200/mo"
61,"3 Harold Park # 3, Boston, MA","4 bds · 1 ba · 1,100 sqft","$2,400/mo"
62,"92 Bragdon St, Boston, MA",3 bds · 1 ba · 950 sqft,"$2,600/mo"
63,"32 W Walnut Park # 3CRG, Roxbury, MA","3 bds · 1 ba · 1,000 sqft","$2,875/mo"
64,"83 Amory St # 401L, Boston, MA",3 bds · 2 ba · 940 sqft,"$3,400/mo"
65,"Thornton St, Boston, MA",3 bds · 1 ba · -- sqft,"$2,750/mo"
66,"716 Shawmut Ave # 2LR, Boston, MA",3 bds · 1 ba · -- sqft,"$2,950/mo"
67,"Centre St, Roxbury, MA",3 bds · 1 ba · -- sqft,"$2,600/mo"
68,"67 Walnut Ave # 2, Boston, MA",4 bds · 1 ba · -- sqft,"$2,800/mo"
69,"Atherton Pl, Boston, MA",1 bd · 1 ba · -- sqft,"$2,375/mo"
70,"Shawmut Ave, Boston, MA","3 bds · -- ba · 1,100 sqft","$2,800/mo"
71,"32 Cedar St # 1, Boston, MA","3 bds · 2 ba · 1,000 sqft","$3,000/mo"
72,"Shawmut Ave, Roxbury, MA","3 bds · 1 ba · 1,100 sqft","$2,800/mo"
73,"Highland Park Ave, Boston, MA",3 bds · 3 ba · -- sqft,"$3,300/mo"
74,"Marcella St, Roxbury, MA","5 bds · 2 ba · 1,495 sqft","$4,595/mo"
75,"Amory St, Boston, MA",3 bds · 1 ba · 990 sqft,"$3,500/mo"
76,"151 Centre St # 1, Boston, MA",3 bds · 1 ba · -- sqft,"$2,600/mo"
77,"188 Highland St # 3, Roxbury, MA",2 bds · 1 ba · -- sqft,"$2,100/mo"
78,"2741 Washington St # 6, Boston, MA","5 bds · 2 ba · 1,200 sqft","$4,100/mo"
79,"89 Cedar St # B, Boston, MA",2 bds · 1 ba · -- sqft,"$2,100/mo"
80,"29 Lambert St # 7, Boston, MA",4 bds · 1 ba · -- sqft,"$2,950/mo"
81,"105 School St # 2, Boston, MA",3 bds · 1 ba · -- sqft,"$2,550/mo"
82,"88 Winthrop St # 1, Roxbury, MA","2 bds · 1 ba · 1,100 sqft","$2,000/mo"
83,"Perrin St, Boston, MA","4 bds · -- ba · 1,200 sqft","$3,225/mo"
84,"Highland Park Ave, Roxbury, MA","3 bds · 2 ba · 1,900 sqft","$3,350/mo"
85,"Perrin St, Boston, MA","4 bds · 1 ba · 1,200 sqft","$3,225/mo"
86,"3 Ellis St # 2, Boston, MA","4 bds · 2 ba · 1,300 sqft","$3,500/mo"
87,"(undisclosed Address), Roxbury, MA","5 bds · 3 ba · 1,703 sqft","$5,500/mo"
88,"23 School Street Pl, Boston, MA","2 bds · 1 ba · 1,760 sqft","$2,100/mo"
89,"2956 Washington St, Roxbury, MA","4 bds · 2 ba · 1,450 sqft","$3,450/mo"
90,"31 Juniper St, Boston, MA",5 bds · 2 ba · -- sqft,"$3,700/mo"
91,"20 Winthrop St # 4, Boston, MA",4 bds · 2 ba · -- sqft,"$3,100/mo"
92,"26 Williams St # 2, Boston, MA","3 bds · 1 ba · 1,000 sqft","$3,300/mo"
93,"5 Fairland St # 1, Roxbury, MA",2 bds · 1 ba · -- sqft,"$1,850/mo"
94,"Washington St, Roxbury, MA","5 bds · 2 ba · 1,600 sqft","$3,600/mo"
95,"38 Williams St # 2, Boston, MA",2 bds · 1 ba · 800 sqft,"$2,900/mo"
96,"Highland Ave, Boston, MA",3 bds · 1 ba · -- sqft,"$2,500/mo"
97,"Highland Ave, Boston, MA",3 bds · 1 ba · -- sqft,"$2,550/mo"
98,"Amory St, Roxbury, MA",2 bds · 1 ba · -- sqft,"$2,300/mo"
99,"Circuit St, Boston, MA","5 bds · -- ba · 1,600 sqft","$3,695/mo"
100,"(undisclosed Address), Roxbury, MA","4 bds · 1.5 ba · 1,400 sqft","$3,150/mo"
101,"2767 Washington St # 3A, Boston, MA",3 bds · 2.5 ba · -- sqft,"$3,450/mo"
102,"Marcella St, Roxbury, MA",1 bd · 1 ba · 550 sqft,"$1,650/mo"
103,"Washington St, Boston, MA",2 bds · 1 ba · 800 sqft,"$2,150/mo"
104,"10 Williams St APT 43, Boston, MA",1 bd · 1 ba · 878 sqft,"$2,200/mo"
105,"Perrin St, Boston, MA","4 bds · 1 ba · 1,200 sqft","$3,225/mo"
106,"62 Saint James St, Boston, MA",Studio · 1 ba · -- sqft,"$1,250/mo"
107,"338 Warren St APT 6, Boston, MA","3 bds · 1 ba · 1,100 sqft","$2,200/mo"
108,"22-24 Highland Ave # 1, Boston, MA",3 bds · 1 ba · -- sqft,"$2,400/mo"
109,"Perrin St, Boston, MA","4 bds · -- ba · 1,200 sqft","$3,225/mo"
110,"22 Highland Ave # UF1, Boston, MA","3 bds · 1 ba · 1,000 sqft","$2,550/mo"
111,"104 Winthrop St # 2, Roxbury, MA",3 bds · 2 ba · 999 sqft,"$2,600/mo"
112,"5 Atherton St # 2, Roxbury, MA","2 bds · 2 ba · 1,000 sqft","$2,400/mo"
113,"84 W Walnut Park, Roxbury, MA",3 bds · 1 ba · -- sqft,"$2,500/mo"
114,"35 Fort Ave # 1, Boston, MA",4 bds · 2.5 ba · -- sqft,"$4,600/mo"
115,"Highland Park Ave, Roxbury, MA","3 bds · 2 ba · 1,900 sqft","$3,350/mo"
116,"30 School Street Pl, Boston, MA",2 bds · 1 ba · -- sqft,"$2,100/mo"
117,"Washington St, Boston, MA","4 bds · -- ba · 1,401 sqft","$3,750/mo"
118,"Washington St, Boston, MA","5 bds · -- ba · 1,500 sqft","$3,750/mo"
119,"Washington St, Boston, MA","5 bds · -- ba · 1,293 sqft","$3,995/mo"
120,"Shawmut Ave, Boston, MA","3 bds · -- ba · 1,100 sqft","$2,950/mo"
121,"Walnut Ave, Boston, MA","4 bds · -- ba · 1,400 sqft","$3,150/mo"
122,"Shawmut Ave, Boston, MA","3 bds · -- ba · 1,100 sqft","$2,950/mo"
123,"Linwood St, Boston, MA","3 bds · -- ba · 1,150 sqft","$2,850/mo"
124,"Thornton St, Boston, MA","4 bds · 2 ba · 1,300 sqft","$3,600/mo"
125,"Lambert Ave, Boston, MA",4 bds · 1 ba · -- sqft,"$3,450/mo"
126,"3 Langdon St # 22, Boston, MA",1 bd · 1 ba · -- sqft,"$2,440/mo"
127,"20 Alpine St # 12, Boston, MA","4 bds · 2 ba · 1,600 sqft","$3,000/mo"
128,"Forest St, Boston, MA","3 bds · 2 ba · 1,300 sqft","$2,900/mo"
129,"21 Alpine St # 2, Boston, MA","4 bds · 2 ba · 1,600 sqft","$3,000/mo"
130,"142 Centre St # 1, Boston, MA",2 bds · 1 ba · 750 sqft,"$2,450/mo"
131,"2962 Washington St # 91, Boston, MA",2 bds · 1 ba · 800 sqft,"$2,150/mo"
132,"2742 Washington St # 76, Boston, MA","5 bds · 1.5 ba · 1,293 sqft","$4,100/mo"
133,"74 Walnut Park # 11, Boston, MA","4 bds · 1 ba · 1,300 sqft","$3,495/mo"
134,"711 Shawmut Ave # 22L, Boston, MA","3 bds · 1 ba · 1,100 sqft","$2,950/mo"
135,"Brinton St, Boston, MA","5 bds · 2 ba · 1,400 sqft","$4,300/mo"
136,"3 Linwood St # 61, Boston, MA",2 bds · 1 ba · 950 sqft,"$2,600/mo"
137,"13 Brinton St # 02, Boston, MA","5 bds · 2 ba · 1,400 sqft","$4,300/mo"
138,"91 Bragdon St # 42, Boston, MA",3 bds · 1 ba · 975 sqft,"$2,750/mo"
139,"Bragdon St, Boston, MA",3 bds · 1 ba · -- sqft,"$2,750/mo"
140,"W Walnut Park, Boston, MA","3 bds · 1 ba · 1,000 sqft","$2,875/mo"
141,"127 Cedar St # 3, Boston, MA","5 bds · 2 ba · 9,999 sqft","$3,900/mo"
142,"Lambert St, Boston, MA",4 bds · 1 ba · -- sqft,"$3,450/mo"
143,"Fort Ave, Boston, MA",2 bds · 1 ba · -- sqft,"$2,600/mo"
144,"Williams St, Roxbury, MA",2 bds · 1 ba · -- sqft,"$2,900/mo"
145,"Bragdon St, Roxbury, MA",3 bds · 1 ba · 975 sqft,"$2,750/mo"
146,"23 School St # 66, Boston, MA","2 bds · 1 ba · 1,000 sqft","$2,450/mo"
147,"20 Rockledge St # 31, Boston, MA","3 bds · 1.5 ba · 1,100 sqft","$2,900/mo"
148,"20 Bragdon St # 51, Boston, MA",3 bds · 1 ba · 850 sqft,"$2,675/mo"
149,"School St, Boston, MA","2 bds · 1 ba · 1,000 sqft","$2,450/mo"
150,"14 John Eliot Sq APT 4E, Roxbury, MA",2 bds · 1 ba · 813 sqft,"$2,200/mo"
151,"16 Perrin St # 94, Boston, MA","4 bds · 1 ba · 1,200 sqft","$3,275/mo"
152,"Washington St, Boston, MA","5 bds · 1.5 ba · 1,293 sqft","$3,995/mo"
153,"26 School St APT 2, Roxbury, MA","2 bds · 1 ba · 1,000 sqft","$2,450/mo"
154,"(undisclosed Address), Boston, MA",3 bds · 1 ba · -- sqft,"$3,100/mo"
155,"15 Kenilworth St APT 1, Roxbury, MA",5 bds · 4 ba · -- sqft,"$5,600/mo"
156,"12 Brinton St # 01, Boston, MA","4 bds · 1 ba · 1,400 sqft","$3,400/mo"
157,"Beech Glen St, Boston, MA","3 bds · 1.5 ba · 1,100 sqft","$3,195/mo"
158,"Washington St, Boston, MA",2 bds · 1 ba · 800 sqft,"$2,095/mo"
159,"40 Beech Glen St # 73, Boston, MA","3 bds · 1.5 ba · 1,100 sqft","$3,250/mo"
160,"3112 Washington St # 03, Boston, MA","4 bds · 1 ba · 1,500 sqft","$3,275/mo"
161,"18 Cobden St Boston Ma 02119 Jamaica Pln # 1B, Jamaica Plain, MA",5 bds · 2.5 ba · -- sqft,"$4,000/mo"
162,"Circuit St, Boston, MA","5 bds · 2.5 ba · 1,600 sqft","$3,775/mo"
163,"45 School St, Boston, MA",2 bds · 1 ba · 900 sqft,"$2,200/mo"
164,"Circuit St, Boston, MA","5 bds · 1.5 ba · 1,600 sqft","$3,695/mo"
165,"40 Circuit St # 343, Boston, MA","5 bds · 1.5 ba · 1,600 sqft","$3,775/mo"
166,"38 Circuit St # 42, Boston, MA","5 bds · 1.5 ba · 1,600 sqft","$3,775/mo"
167,"45 School St APT 1A, Roxbury, MA",2 bds · 1 ba · -- sqft,"$2,200/mo"
168,"59 Fort Ave # 2, Boston, MA",2 bds · 1 ba · -- sqft,"$2,600/mo"
169,"Saint James Pl, Boston, MA","3 bds · 1.5 ba · 1,400 sqft","$3,100/mo"
170,"41 Beech Glen St # 72, Boston, MA","3 bds · 1.5 ba · 1,100 sqft","$3,250/mo"
171,"18 Cobden St, Boston, MA","5 bds · 2.5 ba · 1,618 sqft","$4,000/mo"
172,"2945 Washington St, Boston, MA","4 bds · 2 ba · 1,650 sqft","$3,400/mo"
173,"89 Cedar St APT 1, Boston, MA","2 bds · 1 ba · 9,999 sqft","$2,100/mo"
174,"2740 Washington St # 71, Boston, MA","4 bds · 2 ba · 1,401 sqft","$3,795/mo"
175,"72 Walnut Park # 13, Boston, MA","5 bds · 1 ba · 1,400 sqft","$3,600/mo"
176,"70 Walnut Park # 12, Boston, MA","5 bds · 1.5 ba · 1,400 sqft","$3,600/mo"
177,"432 Walnut Ave # 510, Boston, MA","4 bds · 1.5 ba · 1,300 sqft","$3,175/mo"
178,"437 Walnut Ave # 51, Boston, MA",2 bds · 1 ba · 800 sqft,"$2,200/mo"
179,"11 Townsend St # 43, Boston, MA","3 bds · 1 ba · 1,000 sqft","$2,575/mo"
180,"10 Townsend St # 41, Boston, MA","3 bds · 1 ba · 1,000 sqft","$2,650/mo"
181,"54 Townsend St # 22, Boston, MA","3 bds · 1 ba · 1,200 sqft","$2,750/mo"
182,"53 Townsend St # 21, Boston, MA","3 bds · 1 ba · 1,000 sqft","$2,750/mo"
183,"17 Perrin St # 91, Boston, MA","4 bds · 1 ba · 1,200 sqft","$3,275/mo"
184,"299 Dudley St # 3, Boston, MA",3 bds · 2 ba · -- sqft,"$2,800/mo"
185,"41 Notre Dame St # 72, Boston, MA","4 bds · 2 ba · 1,600 sqft","$3,500/mo"
186,"20 Marcella St # 32, Boston, MA","5 bds · 2 ba · 1,500 sqft","$4,595/mo"
187,"Walnut Park, Boston, MA","5 bds · 1 ba · 1,400 sqft","$3,525/mo"
188,"Marcella St, Boston, MA","4 bds · 2 ba · 1,200 sqft","$3,775/mo"
189,"19 Highland Ave # 81, Boston, MA","3 bds · 1 ba · 1,200 sqft","$2,975/mo"
190,"Juniper St, Boston, MA",5 bds · 3.5 ba · -- sqft,"$3,700/mo"
191,"4 Romar Ter # 3G, Roxbury, MA",4 bds · 2 ba · -- sqft,"$3,800/mo"
192,"17 Lambert Ave # 2K, Roxbury, MA",4 bds · 1 ba · -- sqft,"$3,500/mo"
193,"23 Marcella St, Boston, MA",5 bds · 2 ba · -- sqft,"$4,595/mo"
194,"30 Juniper St # 31, Boston, MA","5 bds · 2.5 ba · 1,700 sqft","$3,700/mo"
195,"Washington St, Boston, MA",3 bds · 2 ba · -- sqft,"$3,850/mo"
196,"Amory St, Boston, MA",3 bds · 1 ba · 990 sqft,"$3,700/mo"
197,"Amory St, Boston, MA",2 bds · 1 ba · 960 sqft,"$2,500/mo"
198,"Amory St, Boston, MA",2 bds · 1 ba · 840 sqft,"$2,650/mo"
199,"6 Linwood Sq APT 3A, Boston, MA",3 bds · 1 ba · -- sqft,"$2,895/mo"
200,"Shawmut Ave, Boston, MA","3 bds · 1 ba · 1,100 sqft","$2,950/mo"
201,"4 Linwood St # 63, Boston, MA","3 bds · 1 ba · 1,150 sqft","$2,895/mo"
202,"Saint James Pl, Boston, MA",3 bds · 2.5 ba · -- sqft,"$3,100/mo"
203,"1 Miles St # 3, Boston, MA",2 bds · 1 ba · 865 sqft,"$1,900/mo"
204,"Linwood St, Boston, MA","3 bds · 1 ba · 1,150 sqft","$2,850/mo"
205,"14 Townsend St APT 6, Roxbury, MA","3 bds · 1 ba · 1,000 sqft","$2,675/mo"
206,"1 Saint James Pl # 0, Boston, MA","3 bds · 1.5 ba · 1,400 sqft","$3,100/mo"
207,"18-20 Highland Ave UNIT 1, Boston, MA","3 bds · 1 ba · 1,200 sqft","$2,895/mo"
208,"19 Lambert St, Boston, MA",4 bds · 1 ba · -- sqft,"$3,500/mo"
209,"53 Vale St # KR, Boston, MA",5 bds · 2 ba · -- sqft,"$4,100/mo"
210,"269 Highland St, Boston, MA","4 bds · 1 ba · 1,870 sqft","$3,400/mo"
211,"25 Linwood St, Boston, MA",6 bds · 3 ba · -- sqft,"$5,000/mo"
212,"23 Bartlett St # 1, Boston, MA","5 bds · 2 ba · 1,700 sqft","$4,750/mo"
213,"30 Circuit St # 1, Roxbury, MA","3 bds · 1 ba · 9,999 sqft","$2,500/mo"
214,"4 bed, 2.0 bath, $3,800, 3","4 bds · 2 ba · 1,200 sqft","$3,800/mo"
215,"15 Wakullah St # 3, Boston, MA",4 bds · 1 ba · -- sqft,"$2,700/mo"
216,"129 Cedar St # 2, Boston, MA","4 bds · 2 ba · 9,999 sqft","$2,900/mo"
217,"40 Millmont St # 40, Boston, MA","3 bds · 2.5 ba · 1,850 sqft","$4,350/mo"
218,"25 Laurel St # I1R, Boston, MA",2 bds · 1 ba · -- sqft,"$1,900/mo"
219,"Bragdon St, Roxbury, MA",4 bds · 1 ba · 850 sqft,"$3,200/mo"
220,"Bragdon St, Roxbury, MA",4 bds · 1 ba · -- sqft,"$2,600/mo"
221,"55 Alpine St # 1, Roxbury, MA",1 bd · 1 ba · 500 sqft,"$1,400/mo"
222,"10 Guild St, Boston, MA","4 bds · 2.5 ba · 1,500 sqft","$3,550/mo"
223,"4 1/2 Centre St # 3, Boston, MA",4 bds · 1 ba · -- sqft,"$3,000/mo"
224,"227 Roxbury St, Boston, MA","7 bds · 3.5 ba · 12,955 sqft","$8,200/mo"
225,"30 Cobden St, Roxbury, MA",4 bds · 2 ba · 800 sqft,"$3,200/mo"
226,"53 W Walnut Park, Boston, MA",3 bds · 1 ba · -- sqft,"$2,700/mo"
227,"3 Rockville Park, Roxbury, MA",4 bds · 2 ba · -- sqft,"$3,000/mo"
228,"66 Saint James St, Boston, MA","3 bds · 1 ba · 1,235 sqft","$2,699/mo"
229,"17 Maywood St # 2, Boston, MA","3 bds · 2 ba · 1,200 sqft","$2,500/mo"
230,"Rockledge St, Boston, MA",2 bds · 1 ba · 714 sqft,"$2,600/mo"
231,"Shawmut Ave, Boston, MA","3 bds · 1 ba · 1,100 sqft","$2,300/mo"
232,"41 Highland Park Ave, Boston, MA","3 bds · 2 ba · 1,900 sqft","$3,350/mo"
233,"94 Winthrop St # 2, Boston, MA","3 bds · 1 ba · 1,200 sqft","$2,400/mo"
234,"(undisclosed Address), Boston, MA",4 bds · 1 ba · -- sqft,"$3,200/mo"
235,"Centre St, Boston, MA",3 bds · 1 ba · -- sqft,"$2,700/mo"
236,"1 Cobden St # 2, Roxbury, MA","2 bds · 1 ba · 1,200 sqft","$2,400/mo"
237,"22 Lambert St # 1A, Boston, MA","3 bds · 2 ba · 1,300 sqft","$3,075/mo"
238,"3 Saint James Pl, Boston, MA","3 bds · 1.5 ba · 1,400 sqft","$3,100/mo"
239,"16 Cobden St, Boston, MA","5 bds · 1.5 ba · 1,618 sqft","$3,900/mo"
