,address,others,price
67,"Commonwealth Ave, Boston, MA",3 bds · 1 ba · -- sqft,"$4,600/mo"
68,"Commonwealth Ave, Boston, MA",2 bds · 1 ba · 800 sqft,"$2,750/mo"
69,"Peterborough St, Boston, MA","2 bds · 2 ba · 1,100 sqft","$3,600/mo"
70,"80 Peterborough St # 203, Boston, MA","2 bds · 2 ba · 1,100 sqft","$3,600/mo"
71,"2 Peterborough St # 203, Boston, MA",2 bds · 2 ba · -- sqft,"$3,400/mo"
72,"106 Peterborough St # 103, Boston, MA","2 bds · 2 ba · 1,100 sqft","$3,600/mo"
73,"Peterborough St, Boston, MA",2 bds · 2 ba · -- sqft,"$3,600/mo"
74,"46 Peterborough St APT 22, Boston, MA","2 bds · 2 ba · 1,100 sqft","$3,600/mo"
75,"519 Beacon St # 12, Boston, MA",1 bd · 1 ba · 550 sqft,"$2,350/mo"
76,"521 Beacon St # 9, Boston, MA",1 bd · 1 ba · -- sqft,"$2,250/mo"
77,"Park Dr, Boston, MA",Studio · -- ba · -- sqft,"$1,915/mo"
78,"Park Dr, Boston, MA",1 bd · -- ba · -- sqft,"$2,700/mo"
79,"Park Dr, Boston, MA",Studio · -- ba · -- sqft,"$1,925/mo"
80,"Park Dr, Boston, MA",1 bd · -- ba · -- sqft,"$2,700/mo"
81,"Park Dr, Boston, MA",Studio · -- ba · -- sqft,"$1,925/mo"
82,"Park Dr, Boston, MA",Studio · -- ba · -- sqft,"$1,850/mo"
83,"Park Dr, Boston, MA",1 bd · -- ba · -- sqft,"$2,750/mo"
84,"Park Dr, Boston, MA",1 bd · -- ba · -- sqft,"$2,700/mo"
85,"Park Dr, Boston, MA",Studio · -- ba · -- sqft,"$1,925/mo"
86,"Park Dr, Boston, MA",1 bd · -- ba · -- sqft,"$2,750/mo"
87,"Park Dr, Boston, MA",1 bd · -- ba · -- sqft,"$2,700/mo"
88,"Beacon St, Boston, MA",2 bds · 1 ba · 830 sqft,"$3,395/mo"
89,"(undisclosed Address), Boston, MA",Studio · 1 ba · -- sqft,"$1,650/mo"
90,"Commonwealth Ave, Boston, MA",2 bds · 2 ba · -- sqft,"$3,750/mo"
91,"Queensberry St, Boston, MA",3 bds · 1 ba · -- sqft,"$2,850/mo"
92,"63 Queensberry St, Boston, MA",2 bds · 1 ba · -- sqft,"$2,500/mo"
93,"Queensberry St, Boston, MA",2 bds · 1 ba · -- sqft,"$2,850/mo"
94,"(undisclosed Address), Boston, MA",Studio · 1 ba · -- sqft,"$1,925/mo"
95,"Park Dr, Boston, MA",Studio · 1 ba · -- sqft,"$1,925/mo"
96,"(undisclosed Address), Boston, MA",Studio · 1 ba · -- sqft,"$1,915/mo"
97,"516 Beacon St # 6, Boston, MA",Studio · 1 ba · -- sqft,"$1,895/mo"
98,"510 Beacon St # 24, Boston, MA",Studio · 1 ba · -- sqft,"$1,750/mo"
99,"584 Beacon St # 4F, Boston, MA",2 bds · 1 ba · -- sqft,"$2,900/mo"
100,"1175 Boylston St APT 3W, Boston, MA",1 bd · 1 ba · -- sqft,"$2,565/mo"
101,"14 Peterborough St # 404, Boston, MA","2 bds · 2 ba · 1,100 sqft","$3,800/mo"
102,"475 Commonwealth Ave APT 105, Boston, MA",Studio · 1 ba · 550 sqft,"$1,750/mo"
103,"(undisclosed Address), Boston, MA","4 bds · 2 ba · 1,300 sqft","$4,600/mo"
104,"107 Jersey St # N201, Boston, MA",2 bds · 1 ba · -- sqft,"$3,250/mo"
105,"Beacon St, Boston, MA",Studio · -- ba · -- sqft,$225/mo
106,"457 Park Dr # 11A, Boston, MA",3 bds · 1 ba · 650 sqft,"$3,600/mo"
107,"Commonwealth Ave, Boston, MA","1 bd · 1 ba · 8,050 sqft","$1,750/mo"
108,"(undisclosed Address), Boston, MA",Studio · 1 ba · 410 sqft,"$1,550/mo"
109,"Charlesgate E, Boston, MA",2 bds · 1 ba · -- sqft,"$2,200/mo"
110,"Park Dr, Boston, MA",Studio · 1 ba · 500 sqft,"$1,850/mo"
111,"912 Beacon St APT 1, Boston, MA",1 bd · 1 ba · 750 sqft,"$2,500/mo"
112,"Boylston St, Boston, MA",Studio · -- ba · -- sqft,"$1,835/mo"
113,"Park Dr, Boston, MA",1 bd · -- ba · 445 sqft,"$2,520/mo"
114,"(undisclosed Address), Boston, MA",Studio · 1 ba · 356 sqft,"$1,750/mo"
115,"872 Beacon St # B1CA, Boston, MA",Studio · 1 ba · -- sqft,"$1,500/mo"
116,"Commonwealth Ave, Boston, MA","2 bds · 2 ba · 1,425 sqft","$3,600/mo"
117,"(undisclosed Address), Boston, MA",1 bd · 1 ba · 650 sqft,"$2,395/mo"
118,"Bay State Rd, Boston, MA",1 bd · 1 ba · 600 sqft,"$2,295/mo"
119,"1169 Boylston St # 15, Boston, MA",Studio · 1 ba · 400 sqft,"$1,825/mo"
120,"(undisclosed Address), Boston, MA",2 bds · 1 ba · 529 sqft,"$2,375/mo"
121,"(undisclosed Address), Boston, MA",2 bds · 1 ba · 801 sqft,"$2,915/mo"
122,"Park Dr, Boston, MA",3 bds · 1 ba · -- sqft,"$4,395/mo"
123,"1177 Boylston St # 40, Boston, MA",1 bd · 1 ba · 650 sqft,"$2,385/mo"
124,"Park Dr, Boston, MA",1 bd · -- ba · 445 sqft,"$2,545/mo"
125,"(undisclosed Address), Boston, MA",2 bds · 1 ba · -- sqft,"$3,295/mo"
126,"(undisclosed Address), Boston, MA",2 bds · 1 ba · 650 sqft,"$3,300/mo"
127,"(undisclosed Address), Boston, MA",2 bds · 1 ba · 820 sqft,"$2,850/mo"
128,"42 Queensberry St # 26, Boston, MA",2 bds · 1 ba · 750 sqft,"$2,550/mo"
129,"1207 Boylston St # 2, Boston, MA",Studio · 1 ba · 450 sqft,"$1,800/mo"
130,"Bay State Rd, Boston, MA",2 bds · -- ba · -- sqft,"$3,100/mo"
131,"Park Dr, Boston, MA",Studio · -- ba · -- sqft,"$1,865/mo"
132,"Bay State Rd, Boston, MA",2 bds · -- ba · -- sqft,"$3,100/mo"
133,"Park Dr, Boston, MA",1 bd · -- ba · -- sqft,"$2,700/mo"
134,"Park Dr, Boston, MA",1 bd · -- ba · -- sqft,"$2,750/mo"
135,"Bay State Rd, Boston, MA",2 bds · -- ba · -- sqft,"$3,200/mo"
136,"Bay State Rd, Boston, MA",Studio · -- ba · -- sqft,"$1,950/mo"
137,"Park Dr, Boston, MA",1 bd · -- ba · -- sqft,"$2,700/mo"
138,"Bay State Rd, Boston, MA",Studio · -- ba · -- sqft,"$1,875/mo"
139,"Bay State Rd, Boston, MA",1 bd · -- ba · -- sqft,"$2,650/mo"
140,"Bay State Rd, Boston, MA",1 bd · -- ba · -- sqft,"$2,600/mo"
141,"Bay State Rd, Boston, MA",1 bd · -- ba · -- sqft,"$2,600/mo"
142,"Park Dr, Boston, MA",Studio · -- ba · -- sqft,"$1,865/mo"
143,"841 Beacon St # 1, Boston, MA",Studio · 1 ba · -- sqft,"$1,750/mo"
144,"(undisclosed Address), Boston, MA",2 bds · 1 ba · -- sqft,"$2,500/mo"
145,"Beacon St, Boston, MA",1 bd · 1 ba · -- sqft,"$2,850/mo"
146,"(undisclosed Address), Boston, MA",2 bds · 2 ba · 909 sqft,"$3,350/mo"
147,"108 Jersey St # 12123, Boston, MA",Studio · 1 ba · 300 sqft,"$1,775/mo"
148,"Park Dr, Boston, MA",1 bd · 1 ba · -- sqft,"$2,750/mo"
149,"Queensberry St, Boston, MA",2 bds · 1 ba · -- sqft,"$2,500/mo"
150,"Commonwealth Ave, Boston, MA",2 bds · 1 ba · 900 sqft,"$1,995/mo"
151,"1037 Commonwealth Ave # 17, Boston, MA",1 bd · 1 ba · -- sqft,"$1,850/mo"
152,"Commonwealth Ave, Boston, MA","4 bds · 2 ba · 1,700 sqft","$5,000/mo"
153,"Beacon St, Boston, MA",2 bds · 1 ba · 800 sqft,"$3,395/mo"
154,"(undisclosed Address), Boston, MA",Studio · 1 ba · -- sqft,"$1,450/mo"
155,"511 Beacon St # 60, Boston, MA",1 bd · 1 ba · 550 sqft,"$2,350/mo"
156,"(undisclosed Address), Boston, MA",1 bd · 1 ba · -- sqft,"$1,925/mo"
157,"900 Beacon St # 403, Boston, MA",1 bd · 1 ba · 850 sqft,"$2,945/mo"
158,"(undisclosed Address), Boston, MA",Studio · 1 ba · -- sqft,"$1,675/mo"
159,"(undisclosed Address), Boston, MA",Studio · 1 ba · -- sqft,"$1,650/mo"
160,"(undisclosed Address), Boston, MA",Studio · 1 ba · -- sqft,"$1,950/mo"
161,"456 Commonwealth Ave # 812, Boston, MA",1 bd · 1 ba · 630 sqft,"$2,700/mo"
162,"1187 Boylston St # 16, Boston, MA",Studio · 1 ba · 400 sqft,"$1,800/mo"
163,"484 Commonwealth Ave # 14, Boston, MA",1 bd · 1 ba · 650 sqft,"$2,000/mo"
164,"Commonwealth Ave, Boston, MA",4 bds · 2 ba · -- sqft,"$4,600/mo"
165,"(undisclosed Address), Boston, MA",2 bds · -- ba · -- sqft,"$2,625/mo"
166,"(undisclosed Address), Boston, MA",Studio · 1 ba · -- sqft,"$1,450/mo"
167,"Commonwealth Ave, Boston, MA",Studio · 1 ba · -- sqft,"$1,450/mo"
168,"Commonwealth Ave, Boston, MA",2 bds · 1 ba · -- sqft,"$2,350/mo"
169,"(undisclosed Address), Boston, MA",Studio · 1 ba · -- sqft,"$1,715/mo"
170,"Boylston St, Boston, MA",Studio · 1 ba · -- sqft,"$1,800/mo"
171,"Park Dr, Boston, MA",2 bds · 1 ba · -- sqft,"$2,875/mo"
172,"Park Dr, Boston, MA",3 bds · 1 ba · -- sqft,"$3,900/mo"
173,"Park Dr, Boston, MA",Studio · 1 ba · 350 sqft,"$1,875/mo"
174,"508 Beacon St # 60040, Boston, MA",2 bds · 1 ba · -- sqft,"$2,800/mo"
175,"16 Queensberry St APT 9M, Boston, MA",Studio · 1 ba · -- sqft,"$1,750/mo"
176,"124 Riverway # 13, Boston, MA",Studio · 1 ba · -- sqft,"$1,800/mo"
177,"Commonwealth Ave, Boston, MA",Studio · 1 ba · -- sqft,"$1,450/mo"
178,"Charlesgate W, Boston, MA",Studio · -- ba · 209 sqft,$840/mo
179,"Boylston St, Boston, MA",Studio · 1 ba · 585 sqft,"$3,122/mo"
180,"55 Charlesgate E # 115CA, Boston, MA",1 bd · 1 ba · -- sqft,"$2,600/mo"
181,"1182 Boylston St # 26CA, Boston, MA",2 bds · 1 ba · -- sqft,"$2,625/mo"
182,"875 Beacon St # 041, Boston, MA",1 bd · 1 ba · -- sqft,"$2,500/mo"
183,"14 Keswick St APT 1, Boston, MA",Studio · -- ba · -- sqft,"$1,400/mo"
184,"Commonwealth Ave, Boston, MA",1 bd · -- ba · -- sqft,"$1,770/mo"
185,"468 Commonwealth Ave APT 4, Boston, MA","3 bds · 2 ba · 1,200 sqft","$4,400/mo"
186,"Boylston St, Boston, MA",1 bd · 1 ba · -- sqft,"$2,565/mo"
187,"(undisclosed Address), Boston, MA",Studio · 1 ba · -- sqft,"$1,875/mo"
188,"Commonwealth Ave, Boston, MA",4 bds · 1 ba · -- sqft,"$4,400/mo"
189,"Commonwealth Ave, Boston, MA",1 bd · 1 ba · -- sqft,"$1,770/mo"
190,"189 Bay State Rd APT 4, Boston, MA",1 bd · 1 ba · 725 sqft,"$2,100/mo"
191,"Charlesgate W, Boston, MA",Studio · -- ba · 148 sqft,$785/mo
192,"Queensberry St, Boston, MA",Studio · -- ba · -- sqft,"$1,725/mo"
193,"Boylston St, Boston, MA",1 bd · 1 ba · -- sqft,"$2,150/mo"
194,"Boylston St, Boston, MA",Studio · -- ba · 367 sqft,"$1,800/mo"
195,"(undisclosed Address), Boston, MA",Studio · 1 ba · -- sqft,"$1,600/mo"
196,"1082 Commonwealth Ave APT 205-BH, Boston, MA",1 bd · 1 ba · -- sqft,"$1,790/mo"
197,"6 Keswick St # 7, Boston, MA",1 bd · 1 ba · -- sqft,"$2,300/mo"
198,"924 Beacon St, Boston, MA",1 bd · 1 ba · 600 sqft,"$2,850/mo"
199,"472 Commonwealth Ave, Boston, MA","1 bd · 1 ba · 2,500 sqft","$2,000/mo"
200,"101 Jersey St # 103RK, Boston, MA",2 bds · 1 ba · -- sqft,"$3,150/mo"
201,"915 Beacon St APT 3B, Boston, MA","3 bds · 2 ba · 1,200 sqft","$3,995/mo"
202,"533 Commonwealth Ave, Boston, MA",2 bds · 2 ba · -- sqft,"$3,300/mo"
203,"Commonwealth Ave, Boston, MA","2 bds · 2 ba · 1,100 sqft","$3,500/mo"
204,"Commonwealth Ave, Boston, MA",2 bds · 2 ba · -- sqft,"$3,200/mo"
205,"Park Dr, Boston, MA",2 bds · 1 ba · -- sqft,"$2,950/mo"
206,"Park Dr, Boston, MA",Studio · -- ba · -- sqft,"$1,840/mo"
207,"66 Queensberry St, Boston, MA",1 bd · 1 ba · 550 sqft,"$2,100/mo"
208,"Charlesgate W, Boston, MA",Studio · -- ba · 215 sqft,$940/mo
209,"Bay State Rd, Boston, MA",1 bd · 1 ba · -- sqft,"$1,950/mo"
210,"95 Jersey St # 2G, Boston, MA",1 bd · 1 ba · -- sqft,"$2,885/mo"
211,"454 Park Dr # 2B, Boston, MA",3 bds · 1 ba · -- sqft,"$4,195/mo"
212,"10 Bay State Rd # BRCA, Boston, MA",1 bd · 1 ba · -- sqft,"$1,950/mo"
213,"495 Commonwealth Ave # N5, Boston, MA","2 bds · 2 ba · 1,015 sqft","$3,400/mo"
214,"Boylston St, Boston, MA",1 bd · 1 ba · -- sqft,"$1,860/mo"
215,"899 Beacon St # 1, Boston, MA","Studio · 1 ba · 9,999 sqft","$1,625/mo"
216,"Park Dr, Boston, MA",Studio · 1 ba · -- sqft,"$1,925/mo"
217,"Park Dr, Boston, MA",2 bds · 1 ba · -- sqft,"$2,875/mo"
218,"Charlesgate E, Boston, MA",2 bds · 1 ba · 900 sqft,"$2,500/mo"
219,"1213 Boylston St # 36, Boston, MA",Studio · 1 ba · 500 sqft,"$1,800/mo"
220,"190 Brookline Ave # 1, Boston, MA",1 bd · 1 ba · 900 sqft,"$3,350/mo"
221,"Boylston St, Boston, MA",3 bds · 1 ba · -- sqft,"$3,350/mo"
222,"Commonwealth Ave, Boston, MA",1 bd · 1 ba · -- sqft,"$1,850/mo"
223,"(undisclosed Address), Boston, MA",3 bds · 1 ba · 910 sqft,"$4,195/mo"
224,"Commonwealth Ave, Boston, MA",2 bds · 2 ba · 875 sqft,"$3,300/mo"
225,"Beacon St, Boston, MA",1 bd · 1 ba · -- sqft,"$2,650/mo"
226,"Beacon St, Boston, MA",1 bd · 1 ba · 576 sqft,"$2,850/mo"
227,"(undisclosed Address), Boston, MA",2 bds · 1 ba · -- sqft,"$3,300/mo"
228,"(undisclosed Address), Boston, MA",1 bd · 1 ba · 600 sqft,"$2,750/mo"
229,"260 Babcock St, Boston, MA",2 bds · 1 ba · -- sqft,"$2,800/mo"
230,"Commonwealth Ave, Boston, MA",1 bd · 1 ba · -- sqft,"$1,850/mo"
231,"(undisclosed Address), Boston, MA",Studio · 1 ba · 303 sqft,"$2,250/mo"
232,"31 Bay State Rd # 13, Boston, MA",2 bds · 1 ba · 650 sqft,"$3,200/mo"
233,"41 Park Dr # 13, Boston, MA",2 bds · 1 ba · 500 sqft,"$2,400/mo"
234,"Queensberry St, Boston, MA",1 bd · 1 ba · 550 sqft,"$2,100/mo"
235,"Queensberry St, Boston, MA",Studio · 1 ba · -- sqft,"$1,650/mo"
236,"Park Dr, Boston, MA",2 bds · 1 ba · -- sqft,"$2,950/mo"
237,"Boylston St, Boston, MA",3 bds · 1 ba · -- sqft,"$3,350/mo"
238,"Commonwealth Ave, Boston, MA",Studio · 1 ba · 915 sqft,"$1,800/mo"
239,"Commonwealth Ave, Boston, MA",1 bd · 1 ba · -- sqft,"$1,850/mo"
240,"Commonwealth Ave, Boston, MA",1 bd · 1 ba · -- sqft,"$1,850/mo"
241,"Commonwealth Ave, Boston, MA",Studio · 1 ba · -- sqft,"$1,450/mo"
242,"(undisclosed Address), Boston, MA",1 bd · 1 ba · -- sqft,"$2,750/mo"
243,"(undisclosed Address), Boston, MA",2 bds · 1 ba · 801 sqft,"$2,915/mo"
244,"Park Dr, Boston, MA",2 bds · 1 ba · -- sqft,"$2,875/mo"
245,"Charlesgate E, Boston, MA",2 bds · 1 ba · 900 sqft,"$2,500/mo"
246,"Park Dr, Boston, MA",2 bds · 1 ba · -- sqft,"$2,950/mo"
247,"Boylston St, Boston, MA",3 bds · 1 ba · -- sqft,"$3,350/mo"
248,"225 Park Dr # 30, Boston, MA",1 bd · 1 ba · 576 sqft,"$1,850/mo"
249,"269 Babcock St, Boston, MA",2 bds · 1 ba · -- sqft,"$2,100/mo"
250,"Commonwealth Ave, Boston, MA",Studio · 1 ba · -- sqft,"$1,450/mo"
251,"(undisclosed Address), Boston, MA",2 bds · 1 ba · 902 sqft,"$3,190/mo"
252,"(undisclosed Address), Boston, MA",1 bd · 1 ba · -- sqft,"$2,750/mo"
253,"232 Park Dr, Boston, MA",2 bds · 1 ba · -- sqft,"$3,375/mo"
254,"1162 Boylston St, Boston, MA",Studio · 1 ba · -- sqft,"$1,875/mo"
255,"Charlesgate E, Boston, MA",2 bds · 1 ba · 900 sqft,"$2,500/mo"
256,"Commonwealth Ave, Boston, MA",Studio · 1 ba · -- sqft,"$1,450/mo"
257,"Commonwealth Ave, Boston, MA",Studio · 1 ba · -- sqft,"$1,450/mo"
258,"Commonwealth Ave, Boston, MA",1 bd · 1 ba · -- sqft,"$1,850/mo"
259,"Commonwealth Ave, Boston, MA",Studio · 1 ba · -- sqft,"$1,450/mo"
260,"Commonwealth Ave, Boston, MA",2 bds · 1 ba · 760 sqft,"$2,600/mo"
261,"Park Dr, Boston, MA",2 bds · 1 ba · -- sqft,"$2,950/mo"
262,"Boylston St, Boston, MA",3 bds · 1 ba · -- sqft,"$3,350/mo"
263,"130 Park Dr # 26, Boston, MA",Studio · 1 ba · -- sqft,"$1,850/mo"
264,"Park Dr, Boston, MA",1 bd · -- ba · -- sqft,"$2,700/mo"
265,"(undisclosed Address), Boston, MA",1 bd · -- ba · 600 sqft,"$2,075/mo"
266,"(undisclosed Address), Boston, MA",Studio · 1 ba · -- sqft,"$1,750/mo"
267,"Queensberry St, Boston, MA",Studio · 1 ba · -- sqft,"$1,650/mo"
268,"Jersey St, Boston, MA",Studio · 1 ba · 395 sqft,"$1,700/mo"
269,"Park Dr, Boston, MA",Studio · -- ba · -- sqft,"$1,725/mo"
270,"(undisclosed Address), Boston, MA",2 bds · 1 ba · 650 sqft,"$2,400/mo"
271,"Aberdeen St, Boston, MA",3 bds · 1 ba · -- sqft,"$3,475/mo"
272,"857 Beacon St APT 22E, Boston, MA",1 bd · 1 ba · 719 sqft,"$1,850/mo"
273,"40 Fenway # 3, Boston, MA","3 bds · 1 ba · 1,100 sqft","$4,500/mo"
274,"110 Peterborough St, Boston, MA",2 bds · 1 ba · -- sqft,"$2,650/mo"
275,"108 Queensberry St # C1, Boston, MA",1 bd · 1 ba · -- sqft,"$2,000/mo"
276,"Park Dr, Boston, MA",3 bds · 1 ba · -- sqft,"$3,800/mo"
277,"Park Dr, Boston, MA",1 bd · -- ba · -- sqft,"$2,750/mo"
278,"Park Dr, Boston, MA",Studio · -- ba · 330 sqft,"$1,865/mo"
279,"(undisclosed Address), Boston, MA",2 bds · 1 ba · 785 sqft,"$2,940/mo"
280,"(undisclosed Address), Boston, MA",Studio · 1 ba · 367 sqft,"$1,800/mo"
281,"35 Park Dr, Boston, MA",Studio · 1 ba · 300 sqft,"$1,925/mo"
282,"978 Beacon St # 22, Boston, MA",2 bds · 1 ba · -- sqft,"$3,300/mo"
283,"11 Buswell St # 1, Boston, MA",Studio · 1 ba · -- sqft,"$1,850/mo"
284,"1164 Boylston St # 25CA, Boston, MA",1 bd · 1 ba · -- sqft,"$2,425/mo"
285,"1190 Boylston St # 42CA, Boston, MA",Studio · 1 ba · -- sqft,"$1,845/mo"
286,"11 Bay State Rd # BRCA, Boston, MA",1 bd · 1 ba · -- sqft,"$1,950/mo"
287,"20 Aberdeen St # 2CA, Boston, MA",3 bds · 1 ba · -- sqft,"$3,475/mo"
288,"65 Charlesgate E # 115CA, Boston, MA",1 bd · 1 ba · -- sqft,"$2,600/mo"
289,"1204 Boylston St # 36CA, Boston, MA",Studio · 1 ba · -- sqft,"$1,800/mo"
290,"52 Park Dr, Boston, MA",2 bds · 1 ba · -- sqft,"$2,595/mo"
291,"59 Park Dr, Boston, MA",2 bds · 1 ba · -- sqft,"$2,795/mo"
292,"Peterborough St, Boston, MA",2 bds · 1 ba · -- sqft,"$3,300/mo"
293,"Park Dr, Boston, MA",2 bds · 1 ba · -- sqft,"$2,550/mo"
