,address,others,price
89,"50 Athol St # 00, Allston, MA",3 bds · 1 ba · -- sqft,"$2,700/mo"
90,"1153 Commonwealth Ave, Boston, MA",Studio · 1 ba · -- sqft,"$1,625/mo"
91,"1305 Commonwealth Ave, Boston, MA",2 bds · 1 ba · 650 sqft,"$2,100/mo"
92,"Brainerd Rd, Boston, MA",2 bds · -- ba · -- sqft,"$2,365/mo"
93,"(undisclosed Address), Boston, MA",2 bds · 1 ba · 506 sqft,"$2,365/mo"
94,"(undisclosed Address), Boston, MA",2 bds · 1 ba · -- sqft,"$2,475/mo"
95,"Harvard Ave, Allston, MA",1 bd · 1 ba · -- sqft,"$1,500/mo"
96,"Commonwealth Ave, Boston, MA","4 bds · 1 ba · 1,250 sqft","$3,500/mo"
97,"17 Imrie Rd APT 1-JJB, Allston, MA",4 bds · 1 ba · -- sqft,"$4,000/mo"
98,"52 Brainerd Rd APT 2-JJB, Allston, MA",3 bds · 1 ba · -- sqft,"$3,200/mo"
99,"(undisclosed Address), Boston, MA","4 bds · 1 ba · 1,500 sqft","$4,100/mo"
100,"Gardner St, Boston, MA","2 bds · 1 ba · 1,100 sqft","$2,800/mo"
101,"Fordham Rd, Allston, MA",3 bds · 2 ba · -- sqft,"$2,850/mo"
102,"Fordham Rd, Allston, MA",3 bds · 2 ba · -- sqft,"$2,850/mo"
103,"Commonwealth Ave, Boston, MA",1 bd · 1 ba · -- sqft,"$1,750/mo"
104,"Cambridge St, Boston, MA",2 bds · 2 ba · -- sqft,"$3,050/mo"
105,"46 Adamson St # U1A, Boston, MA",3 bds · 1 ba · -- sqft,"$2,800/mo"
106,"33 Seattle St # 31, Allston, MA",6 bds · 2.5 ba · -- sqft,"$5,750/mo"
107,"52 Athol St # 2, Allston, MA",3 bds · 1 ba · -- sqft,"$2,700/mo"
108,"40 Riverdale St # 2EK, Allston, MA",3 bds · 1 ba · -- sqft,"$2,700/mo"
109,"12 Guilford St # 1, Boston, MA",2 bds · 1 ba · 999 sqft,"$2,200/mo"
110,"64 Allston St APT 6, Boston, MA",1 bd · 1 ba · 560 sqft,"$2,300/mo"
111,"Commonwealth Ave, Allston, MA","4 bds · 1 ba · 1,250 sqft","$3,500/mo"
112,"Brainerd Rd, Boston, MA",2 bds · -- ba · -- sqft,"$2,385/mo"
113,"154 Brighton Ave # 9, Allston, MA",Studio · 1 ba · -- sqft,"$1,475/mo"
114,"40 Quint Ave # B, Boston, MA",1 bd · 1 ba · -- sqft,"$1,750/mo"
115,"(undisclosed Address), Allston, MA","3 bds · 1 ba · 1,200 sqft","$2,800/mo"
116,"Farrington Ave, Allston, MA",1 bd · 1 ba · -- sqft,$925/mo
117,"Westford St, Boston, MA",2 bds · 1 ba · -- sqft,"$2,350/mo"
118,"Brighton Ave, Boston, MA","2 bds · 1 ba · 1,015 sqft","$2,850/mo"
119,"12 Ridgemont St # 1O, Allston, MA",5 bds · 2.5 ba · -- sqft,"$4,500/mo"
120,"7 Aldie St # 2O, Allston, MA",4 bds · 1 ba · -- sqft,"$3,200/mo"
121,"36 Glenville Ave # 20, Allston, MA",5 bds · 1 ba · -- sqft,"$3,800/mo"
122,"52 Coolidge Rd # 2O, Allston, MA",4 bds · 1 ba · -- sqft,"$2,900/mo"
123,"194 Kelton St # 1O, Allston, MA","4 bds · 2 ba · 1,400 sqft","$3,400/mo"
124,"3 Aldie St # UNO, Allston, MA",3 bds · 2 ba · -- sqft,"$2,900/mo"
125,"64 Allston St # U6, Boston, MA",1 bd · 1 ba · 600 sqft,"$2,300/mo"
126,"Linden St, Boston, MA",1 bd · 1 ba · 450 sqft,"$1,850/mo"
127,"52 Coolidge Rd # 2, Allston, MA",4 bds · 1 ba · -- sqft,"$2,900/mo"
128,"244 Brighton Ave APT 306P, Boston, MA","2 bds · 1 ba · 1,015 sqft","$2,850/mo"
129,"Royal St, Allston, MA",4 bds · 1 ba · -- sqft,"$4,200/mo"
130,"Haskell St, Allston, MA",3 bds · 1 ba · -- sqft,"$2,800/mo"
131,"Pratt St, Allston, MA",6 bds · 3 ba · -- sqft,"$6,000/mo"
132,"Kelton St, Boston, MA",2 bds · 1 ba · -- sqft,"$2,200/mo"
133,"4 Wadsworth St # 1AS, Boston, MA",5 bds · 2 ba · -- sqft,"$4,750/mo"
134,"121 Glenville Ave # 3C, Boston, MA","3 bds · 2 ba · 1,500 sqft","$3,050/mo"
135,"Chester St, Boston, MA",4 bds · 2 ba · -- sqft,"$4,800/mo"
136,"Commonwealth Ave, Boston, MA",1 bd · 1 ba · -- sqft,"$1,675/mo"
137,"Commonwealth Ave, Boston, MA",3 bds · 1 ba · -- sqft,"$2,600/mo"
138,"Commonwealth Ave, Allston, MA",2 bds · 1 ba · -- sqft,"$2,300/mo"
139,"Kelton St, Allston, MA",2 bds · 1 ba · 690 sqft,"$2,200/mo"
140,"Saint Lukes Rd, Allston, MA",4 bds · 2 ba · -- sqft,"$4,200/mo"
141,"Saint Lukes Rd, Allston, MA",Studio · 1 ba · -- sqft,"$1,500/mo"
142,"Kelton St, Allston, MA",2 bds · 1 ba · -- sqft,"$2,100/mo"
143,"Commonwealth Ave, Boston, MA",3 bds · 1 ba · -- sqft,"$3,100/mo"
144,"Chester St, Allston, MA",1 bd · 1 ba · -- sqft,"$1,925/mo"
145,"Chester St, Allston, MA",4 bds · 2 ba · -- sqft,"$3,950/mo"
146,"Harvard Ave, Boston, MA",2 bds · 1 ba · -- sqft,"$2,225/mo"
147,"56 Adamson St # 56, Boston, MA","3 bds · 1 ba · 1,000 sqft","$2,800/mo"
148,"243 Kelton St, Boston, MA",3 bds · 1 ba · -- sqft,"$2,290/mo"
149,"244 Brighton Ave, Boston, MA","2 bds · 1 ba · 1,015 sqft","$2,850/mo"
150,"1200 Commonwealth Ave APT 7, Allston, MA",1 bd · 1 ba · -- sqft,"$1,995/mo"
151,"(undisclosed Address), Boston, MA",Studio · 1 ba · 425 sqft,"$1,595/mo"
152,"38 Hano St FL 2ND, Allston, MA",2 bds · 1 ba · -- sqft,"$2,300/mo"
153,"Barrows St, Boston, MA",1 bd · 1 ba · -- sqft,"$1,850/mo"
154,"Glenville Ave, Allston, MA",4 bds · 1 ba · -- sqft,"$3,500/mo"
155,"(undisclosed Address), Allston, MA",1 bd · 1 ba · 575 sqft,"$1,850/mo"
156,"Glenville Ave, Allston, MA",3 bds · 1 ba · -- sqft,"$3,400/mo"
157,"Glenville Ave, Allston, MA",3 bds · 1.5 ba · -- sqft,"$2,800/mo"
158,"(undisclosed Address), Boston, MA","2 bds · 1 ba · 1,000 sqft","$2,400/mo"
159,"Bayard St, Allston, MA",3 bds · 1 ba · -- sqft,"$2,700/mo"
160,"19 Higgins St # 1, Allston, MA",5 bds · 2 ba · -- sqft,"$4,000/mo"
161,"12 Scottfield Rd, Allston, MA",2 bds · 1 ba · 746 sqft,"$2,400/mo"
162,"1125 Commonwealth Ave, Boston, MA","3 bds · 1 ba · 59,456 sqft","$3,150/mo"
163,"Brighton Ave, Boston, MA","2 bds · 1 ba · 1,015 sqft","$2,850/mo"
164,"1376 Commonwealth Ave APT 6, Boston, MA",1 bd · 1 ba · -- sqft,"$1,675/mo"
165,"85 Brainerd Rd APT 505, Boston, MA","2 bds · 1.5 ba · 1,190 sqft","$3,150/mo"
166,"264 N Harvard St # 2XX, Allston, MA","2 bds · 2 ba · 9,999 sqft","$2,600/mo"
167,"33 Aldie St, Allston, MA",3 bds · 2 ba · -- sqft,"$2,900/mo"
168,"92 Allston St, Allston, MA","2 bds · 1 ba · 1,250 sqft","$2,385/mo"
169,"5 Windom St, Boston, MA","4 bds · 2 ba · 1,600 sqft","$2,940/mo"
170,"10 Pratt St # 2, Allston, MA",3 bds · 1 ba · -- sqft,"$2,400/mo"
171,"1325 Commonwealth Ave APT 41, Boston, MA",3 bds · 1 ba · 991 sqft,"$3,100/mo"
172,"Kelton St, Boston, MA",2 bds · 1 ba · 930 sqft,"$2,600/mo"
173,"Brainerd Rd, Allston, MA",Studio · 1 ba · 516 sqft,"$2,370/mo"
174,"Brainerd Rd, Allston, MA",Studio · 1 ba · 518 sqft,"$2,280/mo"
175,"Brainerd Rd, Allston, MA",1 bd · 1 ba · 714 sqft,"$2,871/mo"
176,"Brainerd Rd, Allston, MA",Studio · 1 ba · 516 sqft,"$2,280/mo"
177,"Brighton Ave, Allston, MA",1 bd · 1 ba · -- sqft,"$1,975/mo"
178,"1219 Commonwealth Ave # 1, Allston, MA",1 bd · 1 ba · -- sqft,"$1,700/mo"
179,"N Harvard St, Allston, MA",5 bds · 2 ba · -- sqft,"$4,000/mo"
180,"Imrie Rd, Boston, MA",3 bds · 1 ba · -- sqft,"$2,800/mo"
181,"Chester St, Boston, MA",1 bd · 1 ba · -- sqft,"$1,850/mo"
182,"227 N Harvard St # 2, Allston, MA",5 bds · 2 ba · -- sqft,"$4,200/mo"
183,"Commonwealth Ave, Boston, MA",3 bds · 1 ba · -- sqft,"$3,150/mo"
184,"Windom St, Boston, MA",3 bds · 2 ba · -- sqft,"$2,700/mo"
185,"192 Allston St FL 23RD, Boston, MA",2 bds · 1 ba · -- sqft,"$2,385/mo"
186,"15 Boulevard Ter # 2, Allston, MA",5 bds · 2 ba · -- sqft,"$4,750/mo"
187,"9 Farrington Ave # 2, Allston, MA",5 bds · 2 ba · -- sqft,"$5,125/mo"
188,"24 Ridgemont St # 1CA, Allston, MA",3 bds · 2 ba · -- sqft,"$3,600/mo"
189,"2 Aldie St # 1CA, Allston, MA",3 bds · 2 ba · -- sqft,"$2,900/mo"
190,"199 Kelton St # 2CA, Allston, MA",1 bd · 1 ba · -- sqft,"$1,600/mo"
191,"2 Glenville Ave # 4CA, Allston, MA",5 bds · 2 ba · -- sqft,"$4,300/mo"
192,"189 Harvard Ave # 6CA, Allston, MA",4 bds · 1.5 ba · -- sqft,"$3,400/mo"
193,"141 Franklin St # 2CA, Allston, MA",3 bds · 1 ba · -- sqft,"$2,700/mo"
194,"50 Brighton Ave # 8CA, Allston, MA",2 bds · 1 ba · -- sqft,"$2,000/mo"
195,"5 Aldie St # AC, Allston, MA",3 bds · 2 ba · -- sqft,"$2,900/mo"
196,"Commonwealth Ave, Boston, MA","4 bds · 2 ba · 1,750 sqft","$5,200/mo"
197,"21 Long Ave # 2F, Boston, MA",3 bds · 1 ba · -- sqft,"$2,800/mo"
198,"Glenville Ave, Allston, MA",3 bds · 1 ba · -- sqft,"$2,800/mo"
199,"Chester St, Allston, MA",Studio · 1 ba · -- sqft,"$1,675/mo"
200,"Glenville Ave, Allston, MA",5 bds · 2 ba · -- sqft,"$4,300/mo"
201,"Harvard Ave, Allston, MA",4 bds · 1.5 ba · -- sqft,"$3,400/mo"
202,"Glenville Ave, Allston, MA",4 bds · 2 ba · -- sqft,"$4,100/mo"
203,"26 Quint Ave # 11CA, Allston, MA",1 bd · 1 ba · -- sqft,"$1,700/mo"
204,"Saint Lukes Rd, Boston, MA",2 bds · 1 ba · -- sqft,"$2,550/mo"
205,"N Beacon St, Boston, MA",1 bd · 1 ba · 620 sqft,"$2,200/mo"
206,"Walbridge St, Boston, MA",1 bd · 1 ba · 550 sqft,"$1,995/mo"
207,"(undisclosed Address), Boston, MA",2 bds · 1 ba · -- sqft,"$1,850/mo"
208,"(undisclosed Address), Boston, MA",1 bd · 1 ba · 600 sqft,"$1,795/mo"
209,"11 Feneno Ter # N2, Allston, MA",3 bds · 1 ba · -- sqft,"$2,700/mo"
210,"Brighton Ave, Boston, MA",2 bds · 1 ba · -- sqft,"$2,095/mo"
211,"1156 Commonwealth Ave # 100, Boston, MA",Studio · 1 ba · -- sqft,"$1,700/mo"
212,"9 Boulevard Ter # N2, Boston, MA","5 bds · 2 ba · 2,760 sqft","$4,750/mo"
213,"(undisclosed Address), Allston, MA",1 bd · 1 ba · -- sqft,"$1,700/mo"
214,"(undisclosed Address), Allston, MA",1 bd · 1 ba · -- sqft,"$1,700/mo"
215,"(undisclosed Address), Allston, MA",2 bds · 1 ba · -- sqft,"$1,695/mo"
216,"(undisclosed Address), Allston, MA",Studio · 1 ba · -- sqft,"$1,625/mo"
217,"(undisclosed Address), Boston, MA",2 bds · 1 ba · 762 sqft,"$2,450/mo"
218,"Higgins St, Allston, MA","4 bds · 2.5 ba · 1,320 sqft","$3,600/mo"
219,"(undisclosed Address), Boston, MA",2 bds · 1 ba · -- sqft,"$2,095/mo"
220,"Chester St, Boston, MA",Studio · 1 ba · 461 sqft,"$1,700/mo"
