,address,others,price
35,"Iffley Rd, Jamaica Plain, MA",4 bds · 2 ba · -- sqft,"$3,695/mo"
36,"Bynner St, Jamaica Plain, MA",2 bds · 1 ba · -- sqft,"$2,500/mo"
37,"Goldsmith St, Boston, MA","7 bds · 2 ba · 2,100 sqft","$4,500/mo"
38,"Tower St, Boston, MA","3 bds · -- ba · 1,200 sqft","$3,500/mo"
39,"(undisclosed Address), Boston, MA",2 bds · 1 ba · 950 sqft,"$2,100/mo"
40,"Wyman St, Jamaica Plain, MA",5 bds · 3 ba · -- sqft,"$5,000/mo"
41,"9 Moraine St # U2A, Boston, MA","3 bds · 1 ba · 1,400 sqft","$3,175/mo"
42,"Estrella St, Boston, MA",3 bds · 1 ba · -- sqft,"$2,700/mo"
43,"S Huntington Ave, Boston, MA",1 bd · 1 ba · -- sqft,"$2,000/mo"
44,"S Huntington Ave, Boston, MA",Studio · 1 ba · -- sqft,"$1,600/mo"
45,"S Huntington Ave, Boston, MA",3 bds · 1 ba · -- sqft,"$3,500/mo"
46,"S Huntington Ave, Boston, MA",Studio · 1 ba · -- sqft,"$1,350/mo"
47,"Child, Boston, MA",2 bds · 1 ba · -- sqft,"$2,850/mo"
48,"Oakview Ter, Boston, MA",2 bds · 1 ba · -- sqft,"$2,200/mo"
49,"Chestnut, Boston, MA",2 bds · 1 ba · -- sqft,"$2,700/mo"
50,"240 Heath St # P20, Boston, MA","2 bds · 1.5 ba · 1,015 sqft","$2,400/mo"
51,"5 Adelaide St # 3, Boston, MA","2 bds · 1 ba · 1,180 sqft","$2,200/mo"
52,"12 Estrella St # 2, Boston, MA","3 bds · 1 ba · 99,999 sqft","$2,700/mo"
53,"161 South St APT 3R, Jamaica Plain, MA",2 bds · 1 ba · -- sqft,"$2,100/mo"
54,"60 Parkton Rd # 2, Boston, MA","2 bds · 1 ba · 1,087 sqft","$3,000/mo"
55,"153X3 Amory St # 3, Jamaica Plain, MA",2 bds · 1 ba · -- sqft,"$2,400/mo"
56,"Chilcott Pl, Boston, MA",3 bds · 1 ba · -- sqft,"$2,650/mo"
57,"3238 Washington St APT 3, Jamaica Plain, MA","3 bds · 1 ba · 1,000 sqft","$2,800/mo"
58,"00 Tower # 1, Boston, MA","2 bds · 1 ba · 1,100 sqft","$2,400/mo"
59,"51 Hampstead Rd # P51, Jamaica Plain, MA","3 bds · 2.5 ba · 2,400 sqft","$5,000/mo"
60,"South St, Jamaica Plain, MA",3 bds · 1 ba · -- sqft,"$2,695/mo"
61,"214 South St # 2C, Jamaica Plain, MA","3 bds · 1 ba · 1,200 sqft","$2,695/mo"
62,"South St, Jamaica Plain, MA",3 bds · 1 ba · -- sqft,"$2,695/mo"
63,"136 Arborway APT 6, Jamaica Plain, MA",2 bds · 1 ba · -- sqft,"$2,200/mo"
64,"23 Olmstead St, Boston, MA",2 bds · 1 ba · 835 sqft,"$2,100/mo"
65,"S Huntington Ave, Boston, MA",Studio · 1 ba · -- sqft,"$1,400/mo"
66,"46 Mcbride St # 3R, Jamaica Plain, MA","2 bds · 1 ba · 1,200 sqft","$2,400/mo"
67,"83 Day St # 1F, Boston, MA","4 bds · 1 ba · 1,170 sqft","$3,500/mo"
68,"305 Lamartine St # 3, Jamaica Plain, MA",2 bds · 1 ba · -- sqft,"$2,400/mo"
69,"91 Rossmore Rd, Jamaica Plain, MA",2 bds · 1 ba · -- sqft,"$2,900/mo"
70,"5 Adelaide St # 2, Boston, MA","2 bds · 1 ba · 1,200 sqft","$2,800/mo"
71,"Wyman St, Jamaica Plain, MA",4 bds · 2 ba · -- sqft,"$4,000/mo"
72,"13 Ashley St # 3, Jamaica Plain, MA",3 bds · 1 ba · 111 sqft,"$3,000/mo"
73,"22 Ashley St, Jamaica Plain, MA",3 bds · 1 ba · 111 sqft,"$2,400/mo"
74,"Greenough Ave, Jamaica Plain, MA",1 bd · 1 ba · 750 sqft,"$2,000/mo"
75,"59 Tower St # 1, Boston, MA","3 bds · 1 ba · 1,177 sqft","$2,750/mo"
76,"45 Child St # 1, Jamaica Plain, MA",2 bds · 1 ba · -- sqft,"$2,650/mo"
77,"137 Paul Gore St # 1, Boston, MA","3 bds · 2 ba · 1,200 sqft","$3,225/mo"
78,"11 Weld Hill St # 3, Boston, MA","2 bds · 1 ba · 1,176 sqft","$2,300/mo"
79,"Chilcott Pl, Boston, MA",3 bds · 1 ba · -- sqft,"$2,650/mo"
80,"15 Round Hill St # 1, Boston, MA","2 bds · 1 ba · 1,008 sqft","$2,700/mo"
81,"Heath St, Boston, MA",4 bds · 1 ba · -- sqft,"$2,850/mo"
82,"Orchardhill Rd, Boston, MA",4 bds · 2 ba · -- sqft,"$4,000/mo"
83,"9 Moraine St # 2, Boston, MA","2 bds · 1 ba · 1,400 sqft","$3,175/mo"
84,"Woodman St, Jamaica Plain, MA",3 bds · 2 ba · -- sqft,"$3,200/mo"
85,"23X1 Clive St # 1, Jamaica Plain, MA",2 bds · 1 ba · -- sqft,"$2,200/mo"
86,"25 Lourdes Ave, Boston, MA",2 bds · 1 ba · -- sqft,"$2,100/mo"
87,"(undisclosed Address), Boston, MA",1 bd · 1 ba · 575 sqft,"$1,795/mo"
88,"369 Centre St APT 3, Jamaica Plain, MA",4 bds · 1 ba · -- sqft,"$3,500/mo"
89,"62 Wenham St # Z, Boston, MA","5 bds · 3 ba · 1,184 sqft","$4,800/mo"
90,"18 Saint John St, Jamaica Plain, MA",3 bds · 1 ba · -- sqft,"$2,600/mo"
91,"19 Pond St APT 1, Jamaica Plain, MA",3 bds · 1 ba · -- sqft,"$2,525/mo"
92,"392 Centre St # 2, Boston, MA",3 bds · 1 ba · -- sqft,"$2,800/mo"
93,"158 South St # 3, Jamaica Plain, MA",3 bds · 1 ba · 834 sqft,"$2,400/mo"
94,"43 Mozart St # 1, Jamaica Plain, MA",3 bds · 2.5 ba · -- sqft,"$3,400/mo"
95,"27 Tower St, Boston, MA","3 bds · 2 ba · 1,200 sqft","$3,600/mo"
96,"Creighton St, Boston, MA","4 bds · 2 ba · 99,999 sqft","$4,400/mo"
97,"Montebello Rd, Jamaica Plain, MA","4 bds · 2 ba · 1,400 sqft","$3,850/mo"
98,"83 Parkton Rd # 3, Jamaica Plain, MA",3 bds · 1 ba · -- sqft,"$3,300/mo"
99,"68 Brookside Ave, Boston, MA","2 bds · 1 ba · 3,456 sqft","$2,350/mo"
100,"60 Brookside Ave # 2001, Jamaica Plain, MA","3 bds · 1 ba · 1,200 sqft","$2,800/mo"
101,"65 Green St # 101, Boston, MA","3 bds · 2 ba · 1,530 sqft","$4,250/mo"
102,"Chesnut, Boston, MA",1 bd · 1 ba · -- sqft,"$2,100/mo"
103,"Washington St, Jamaica Plain, MA","3 bds · 1 ba · 1,100 sqft","$2,500/mo"
104,"Metropolitan Ave, Boston, MA",1 bd · 1 ba · -- sqft,"$1,800/mo"
105,"Chestnut Ave, Boston, MA",4 bds · 2 ba · -- sqft,"$4,200/mo"
106,"Amory St, Boston, MA",2 bds · 1 ba · -- sqft,"$2,300/mo"
107,"Chestnut Ave, Boston, MA",4 bds · 2 ba · -- sqft,"$4,600/mo"
108,"Centre St, Boston, MA",3 bds · 1 ba · -- sqft,"$2,800/mo"
109,"298 Chestnut Ave # 1, Boston, MA","2 bds · 1 ba · 1,099 sqft","$2,700/mo"
110,"Egleston St, Jamaica Plain, MA","3 bds · 1 ba · 1,300 sqft","$2,800/mo"
111,"Chestnut Ave, Boston, MA","3 bds · 2 ba · 1,100 sqft","$3,450/mo"
112,"Chestnut Ave, Jamaica Plain, MA","4 bds · 2 ba · 2,200 sqft","$4,200/mo"
113,"Chestnut Ave, Boston, MA",1 bd · 1 ba · -- sqft,"$2,100/mo"
114,"Chestnut Ave, Boston, MA",2 bds · 1 ba · -- sqft,"$2,700/mo"
115,"Aldworth St, Boston, MA",2 bds · 1 ba · -- sqft,"$2,900/mo"
116,"S Huntington Ave, Boston, MA",3 bds · 1.5 ba · -- sqft,"$3,400/mo"
117,"Washington St, Jamaica Plain, MA","3 bds · 2 ba · 1,000 sqft","$3,400/mo"
118,"29 Woodlawn St # A, Boston, MA","2 bds · 1 ba · 1,200 sqft","$2,100/mo"
119,"21 Malcolm Rd # HSE, Boston, MA","3 bds · 1.5 ba · 2,273 sqft","$3,500/mo"
120,"271 Chestnut Ave, Jamaica Plain, MA",1 bd · 1 ba · -- sqft,"$2,100/mo"
121,"200 Hyde Park Ave # 2, Boston, MA","3 bds · 2 ba · 1,124 sqft","$2,750/mo"
122,"200 Hyde Park Ave # 1, Boston, MA","3 bds · 2 ba · 1,124 sqft","$2,750/mo"
123,"18 Egleston St # 2, Boston, MA","3 bds · 1 ba · 1,300 sqft","$2,800/mo"
124,"Hall St, Boston, MA",2 bds · 2 ba · -- sqft,"$2,600/mo"
125,"322 S Huntington Ave # 8, Jamaica Plain, MA",2 bds · 1 ba · -- sqft,"$2,000/mo"
126,"48 Hyde Park Ave, Jamaica Plain, MA","3 bds · 2 ba · 1,000 sqft","$3,600/mo"
127,"64 Orchardhill Rd # 2, Boston, MA","3 bds · 1 ba · 1,350 sqft","$2,500/mo"
128,"131 Green St UNIT 205, Boston, MA","2 bds · 2 ba · 1,155 sqft","$3,500/mo"
129,"Hyde Park Ave, Jamaica Plain, MA","3 bds · 1 ba · 9,999 sqft","$2,750/mo"
130,"12 Schiller St # 2, Boston, MA","3 bds · 1 ba · 1,250 sqft","$2,950/mo"
131,"16 Haverford St # 3, Boston, MA",2 bds · 1 ba · 999 sqft,"$2,200/mo"
132,"Nira Ave, Boston, MA","3 bds · -- ba · 1,200 sqft","$3,550/mo"
133,"Nira Ave, Boston, MA","3 bds · -- ba · 1,200 sqft","$3,550/mo"
134,"Nira Ave, Boston, MA","3 bds · -- ba · 1,200 sqft","$3,600/mo"
135,"Nira Ave, Boston, MA","3 bds · -- ba · 1,200 sqft","$3,600/mo"
136,"Nira Ave, Boston, MA","3 bds · -- ba · 1,200 sqft","$3,475/mo"
137,"Nira Ave, Boston, MA","3 bds · -- ba · 1,200 sqft","$3,475/mo"
138,"Jamaica Way, Boston, MA",1 bd · 1 ba · -- sqft,"$2,100/mo"
139,"Anson St, Boston, MA",4 bds · 1 ba · -- sqft,"$3,900/mo"
140,"S Huntington Ave, Jamaica Plain, MA",Studio · 1 ba · -- sqft,"$1,250/mo"
141,"251 Chestnut Ave # 1, Boston, MA","4 bds · 2 ba · 1,124 sqft","$4,600/mo"
142,"351 Centre St # 3, Boston, MA","4 bds · 1 ba · 1,300 sqft","$3,200/mo"
143,"3166 Washington St # 1, Boston, MA",Studio · 1 ba · 600 sqft,"$1,750/mo"
144,"41 Hyde Park Ave, Jamaica Plain, MA","3 bds · 2 ba · 1,000 sqft","$3,600/mo"
145,"(undisclosed Address), Jamaica Plain, MA",2 bds · 1 ba · -- sqft,"$2,250/mo"
146,"(undisclosed Address), Boston, MA",1 bd · 1 ba · -- sqft,"$2,000/mo"
147,"98 Sheridan St # 2, Jamaica Plain, MA",2 bds · 1 ba · -- sqft,"$2,200/mo"
148,"4 Marlou Ter # 1, Boston, MA","2 bds · 1 ba · 1,000 sqft","$2,600/mo"
149,"865 Centre St APT 2L, Jamaica Plain, MA",1 bd · 1 ba · 850 sqft,"$1,750/mo"
150,"Holbrook St, Boston, MA","2 bds · 1 ba · 1,000 sqft","$2,700/mo"
151,"61 Pond St # 2NN, Jamaica Plain, MA",3 bds · 2 ba · -- sqft,"$4,200/mo"
152,"307 Lamartine St # 1, Jamaica Plain, MA","3 bds · 1 ba · 1,048 sqft","$3,000/mo"
153,"Hyde Park Ave, Jamaica Plain, MA","4 bds · 1 ba · 1,000 sqft","$2,995/mo"
154,"Centre St, Boston, MA",1 bd · 1 ba · -- sqft,"$2,100/mo"
155,"Washington St, Boston, MA","3 bds · 1 ba · 1,100 sqft","$2,500/mo"
156,"38 S Huntington Ave # 3S, Boston, MA",1 bd · 1 ba · -- sqft,"$2,600/mo"
157,"9 Anson St # 2, Jamaica Plain, MA",4 bds · 1 ba · -- sqft,"$3,850/mo"
158,"323 S Huntington Ave # 8, Jamaica Plain, MA",2 bds · 1 ba · -- sqft,"$2,000/mo"
159,"394X2 Centre St # 2, Jamaica Plain, MA",3 bds · 1 ba · -- sqft,"$2,800/mo"
160,"South St, Jamaica Plain, MA",1 bd · 1 ba · -- sqft,"$1,800/mo"
161,"South St, Jamaica Plain, MA",1 bd · 1 ba · -- sqft,"$1,800/mo"
162,"Lamartine St, Jamaica Plain, MA",3 bds · 1 ba · -- sqft,"$2,500/mo"
163,"21 Woodlawn St # 11, Jamaica Plain, MA","2 bds · 1 ba · 1,200 sqft","$2,100/mo"
164,"29 Woodlawn St # 1, Jamaica Plain, MA","2 bds · 1 ba · 1,200 sqft","$2,100/mo"
165,"43 Mozart St # 1AM, Jamaica Plain, MA",3 bds · 2.5 ba · -- sqft,"$3,400/mo"
166,"16 Tower St, Boston, MA",2 bds · 2 ba · 983 sqft,"$2,898/mo"
167,"39 Saint Joseph St APT 5, Boston, MA",2 bds · 1 ba · 780 sqft,"$2,200/mo"
168,"65 Rossmore Rd, Jamaica Plain, MA",2 bds · 1 ba · 800 sqft,"$2,300/mo"
169,"10 Custer St, Jamaica Plain, MA",2 bds · 1 ba · -- sqft,"$2,300/mo"
170,"29 Sheridan St # 1, Boston, MA","4 bds · 2.5 ba · 3,100 sqft","$5,200/mo"
171,"Green St, Boston, MA",3 bds · 1 ba · -- sqft,"$2,900/mo"
172,"Jamaicaway, Boston, MA",1 bd · 1 ba · 555 sqft,"$2,100/mo"
173,"Lakeville Rd, Jamaica Plain, MA",1 bd · 1 ba · -- sqft,"$1,650/mo"
174,"Lakeville Rd, Jamaica Plain, MA",1 bd · 1 ba · -- sqft,"$1,650/mo"
175,"Lakeville Rd, Jamaica Plain, MA",2 bds · 1 ba · -- sqft,"$2,000/mo"
176,"Lakeville Rd, Jamaica Plain, MA",2 bds · 1 ba · -- sqft,"$2,000/mo"
177,"186 Boylston St # 1F, Boston, MA",3 bds · 1 ba · -- sqft,"$2,800/mo"
178,"Spring Park Ave, Jamaica Plain, MA","3 bds · 1 ba · 1,300 sqft","$2,800/mo"
179,"14 Hathaway St # A, Boston, MA",4 bds · 2 ba · -- sqft,"$4,000/mo"
180,"39 Saint Joseph St # 111, Boston, MA",2 bds · 1 ba · -- sqft,"$2,200/mo"
181,"95 Jamaica St # 1, Boston, MA","3 bds · 1 ba · 1,296 sqft","$2,150/mo"
182,"18 Pond St APT 7, Boston, MA",2 bds · 1 ba · 800 sqft,"$2,300/mo"
183,"Green St, Boston, MA",3 bds · 1 ba · -- sqft,"$2,800/mo"
184,"S Huntington Ave, Boston, MA",Studio · 1 ba · -- sqft,"$1,600/mo"
185,"Lamartine St, Jamaica Plain, MA",2 bds · 1 ba · 950 sqft,"$3,600/mo"
186,"76 S Huntington Ave, Jamaica Plain, MA",Studio · 1 ba · -- sqft,"$1,500/mo"
187,"72 S Huntington Ave, Jamaica Plain, MA",1 bd · 1 ba · 555 sqft,"$1,550/mo"
188,"68 S Huntington Ave, Jamaica Plain, MA",Studio · 1 ba · -- sqft,"$1,400/mo"
189,"9 Spring Park Ave # 3, Boston, MA",3 bds · 1 ba · -- sqft,"$2,985/mo"
190,"15 Spring Park Ave # 1, Boston, MA","4 bds · 1 ba · 2,000 sqft","$2,800/mo"
191,"135 Paul Gore St # 3, Boston, MA","3 bds · 2 ba · 1,200 sqft","$3,075/mo"
192,"17 Pond St # 1, Jamaica Plain, MA","3 bds · 1 ba · 1,500 sqft","$2,375/mo"
193,"(undisclosed Address), Boston, MA",1 bd · 1 ba · 525 sqft,"$1,525/mo"
194,"Buckley Ave, Boston, MA","3 bds · 1 ba · 1,100 sqft","$3,075/mo"
195,"Jamaicaway, Boston, MA",1 bd · 1 ba · 615 sqft,"$1,725/mo"
196,"8 Saint Peter St # 2, Boston, MA",2 bds · 1 ba · 980 sqft,"$2,500/mo"
197,"19 Ashley St # 3, Jamaica Plain, MA",3 bds · 2 ba · -- sqft,"$3,050/mo"
198,"590 Centre St # NN8, Boston, MA",1 bd · 1 ba · -- sqft,"$2,000/mo"
199,"(undisclosed Address), Boston, MA",2 bds · 1 ba · -- sqft,"$2,400/mo"
200,"275 Lamartine St # 1, Jamaica Plain, MA",5 bds · 2 ba · -- sqft,"$4,500/mo"
201,"3164 Washington St, Jamaica Plain, MA",Studio · 1 ba · 600 sqft,"$1,750/mo"
202,"34 Hyde Park Ave, Boston, MA","3 bds · 2 ba · 1,000 sqft","$3,800/mo"
203,"210 Amory St # 2RR, Jamaica Plain, MA",1 bd · 1 ba · -- sqft,"$1,900/mo"
204,"10 Cornwall St, Boston, MA","3 bds · 1 ba · 1,200 sqft","$3,500/mo"
205,"20 Dunster Rd # 1, Jamaica Plain, MA","5 bds · 3 ba · 1,371 sqft","$5,200/mo"
206,"103X2 Dunster Rd # 2, Jamaica Plain, MA",4 bds · 2 ba · -- sqft,"$3,600/mo"
207,"7X3 Oakview Ter # 3, Jamaica Plain, MA",2 bds · 1 ba · -- sqft,"$2,200/mo"
208,"Child, Boston, MA",2 bds · 1 ba · -- sqft,"$2,600/mo"
209,"Washington St, Boston, MA","4 bds · 1 ba · 1,400 sqft","$3,275/mo"
210,"4 Dalrymple St APT 2, Jamaica Plain, MA","4 bds · 1 ba · 1,200 sqft","$3,400/mo"
211,"108 Hyde Park Ave # 106, Jamaica Plain, MA",3 bds · 1 ba · -- sqft,"$2,400/mo"
212,"Chestnut Ave, Boston, MA",4 bds · 2 ba · -- sqft,"$4,200/mo"
213,"32 Hyde Park Ave, Boston, MA","3 bds · 2 ba · 1,000 sqft","$3,600/mo"
214,"Lodge Ave, Boston, MA",1 bd · 1 ba · 664 sqft,"$3,053/mo"
215,"S, Boston, MA",2 bds · 2 ba · -- sqft,"$2,400/mo"
216,"38 Cranston St # 3, Boston, MA","2 bds · 1 ba · 1,000 sqft","$2,450/mo"
217,"13 Anson St # 2, Boston, MA",4 bds · 1 ba · 892 sqft,"$3,900/mo"
218,"Hyde Park Ave, Boston, MA","3 bds · -- ba · 1,000 sqft","$3,650/mo"
219,"(undisclosed Address), Boston, MA",1 bd · 1 ba · 675 sqft,"$1,825/mo"
220,"Jamaicaway, Boston, MA",1 bd · 1 ba · 615 sqft,"$1,725/mo"
221,"Hyde Park Ave, Boston, MA","3 bds · 2 ba · 1,000 sqft","$3,650/mo"
222,"Mozart St, Boston, MA",4 bds · 2 ba · -- sqft,"$3,700/mo"
223,"405 S Huntington Ave, Jamaica Plain, MA",1 bd · 1 ba · 700 sqft,"$2,400/mo"
224,"191 Boylston St # 1, Jamaica Plain, MA","4 bds · 2 ba · 1,350 sqft","$3,600/mo"
225,"Parkton Rd, Boston, MA",3 bds · 1 ba · -- sqft,"$2,700/mo"
226,"(undisclosed Address), Boston, MA","2 bds · 2 ba · 1,050 sqft","$2,350/mo"
227,"Spring Park Ave, Boston, MA","2 bds · 2 ba · 1,050 sqft","$2,350/mo"
228,"172 Green St # 3, Boston, MA","3 bds · 2 ba · 1,703 sqft","$3,200/mo"
229,"Dunster Rd, Boston, MA","4 bds · 2 ba · 3,076 sqft","$3,600/mo"
230,"30 Sheridan St # 2, Boston, MA","3 bds · 1 ba · 1,500 sqft","$3,000/mo"
231,"30 Sheridan St # U2, Jamaica Plain, MA","3 bds · 1 ba · 1,500 sqft","$3,000/mo"
232,"804 Centre St APT 8, Boston, MA",1 bd · 1 ba · -- sqft,"$2,000/mo"
233,"(undisclosed Address), Jamaica Plain, MA",1 bd · 1 ba · 496 sqft,"$2,000/mo"
234,"51 Custer St # 3R, Jamaica Plain, MA",2 bds · 1 ba · -- sqft,"$2,200/mo"
235,"(undisclosed Address), Boston, MA","1 bd · 1 ba · 1,050 sqft","$1,625/mo"
236,"67 S Huntington Ave APT 1Z, Jamaica Plain, MA",1 bd · 1 ba · -- sqft,"$1,750/mo"
237,"Washington St, Boston, MA",2 bds · 2 ba · -- sqft,"$3,843/mo"
238,"91X9 Bynner St # 9, Jamaica Plain, MA",2 bds · 1 ba · 776 sqft,"$2,500/mo"
239,"32 Hall St # 4, Boston, MA",2 bds · 2 ba · -- sqft,"$2,700/mo"
240,"3141 Washington St APT 3, Boston, MA","4 bds · 1 ba · 1,440 sqft","$3,275/mo"
241,"90 Montebello Rd # 81, Boston, MA","4 bds · 2 ba · 1,400 sqft","$3,850/mo"
242,"Woodlawn St, Jamaica Plain, MA",4 bds · 1 ba · -- sqft,"$3,100/mo"
243,"S Huntington Ave, Boston, MA",3 bds · 1 ba · -- sqft,"$2,800/mo"
244,"22 Mark St, Boston, MA","3 bds · 1 ba · 1,050 sqft","$2,750/mo"
245,"204 Wachusett St # 2, Boston, MA",3 bds · 1 ba · 936 sqft,"$2,375/mo"
246,"44 Hyde Park Ave # 6L, Boston, MA","3 bds · 2 ba · 1,000 sqft","$3,400/mo"
247,"20 S Huntington Ave, Boston, MA","Studio · 1 ba · 3,371 sqft","$1,300/mo"
248,"98 Morton St APT 55, Boston, MA",2 bds · 1 ba · 730 sqft,"$2,200/mo"
249,"41 Iffley Rd # 1, Boston, MA","3 bds · 1 ba · 1,250 sqft","$2,800/mo"
250,"33 Lamartine St, Jamaica Plain, MA",4 bds · 2 ba · 111 sqft,"$4,500/mo"
251,"219X1 South St # 1, Jamaica Plain, MA",2 bds · 2 ba · 825 sqft,"$2,400/mo"
252,"(undisclosed Address), Boston, MA",2 bds · 1 ba · 995 sqft,"$2,250/mo"
253,"Boynton St, Boston, MA",3 bds · 1 ba · -- sqft,"$2,500/mo"
254,"Burnett St, Jamaica Plain, MA",3 bds · 1.5 ba · -- sqft,"$2,400/mo"
255,"8 Custer St # A, Jamaica Plain, MA",2 bds · 1 ba · -- sqft,"$2,300/mo"
256,"15 Ashley St # 3, Boston, MA",3 bds · 2 ba · -- sqft,"$3,150/mo"
257,"88 Day St # 1, Boston, MA","4 bds · 2 ba · 1,400 sqft","$3,800/mo"
258,"52 Eliot St # A, Boston, MA",2 bds · 1 ba · -- sqft,"$3,200/mo"
259,"Mozart St, Boston, MA","1 bd · 1 ba · 1,036 sqft",$850/mo
260,"(undisclosed Address), Boston, MA",2 bds · 1 ba · -- sqft,"$2,500/mo"
261,"Montebello Rd, Boston, MA",4 bds · 2 ba · -- sqft,"$3,850/mo"
262,"Chestnut Ave, Jamaica Plain, MA",4 bds · 1 ba · 515 sqft,"$3,500/mo"
263,"9 Saint Peter St APT 4, Boston, MA","3 bds · 1 ba · 1,000 sqft","$2,835/mo"
264,"Rossmore Rd, Jamaica Plain, MA",4 bds · 2 ba · -- sqft,"$3,400/mo"
265,"305X3 Lamartine St # 3, Jamaica Plain, MA",3 bds · 1 ba · -- sqft,"$2,500/mo"
266,"Eliot St, Jamaica Plain, MA",2 bds · 2 ba · -- sqft,"$3,300/mo"
267,"Child St, Jamaica Plain, MA",2 bds · 1 ba · -- sqft,"$2,600/mo"
268,"51 Montebello Rd # 8, Boston, MA",2 bds · 1 ba · 900 sqft,"$2,400/mo"
269,"Johnson Ave, Boston, MA","3 bds · -- ba · 1,200 sqft","$3,195/mo"
270,"Saint Peter St, Jamaica Plain, MA",2 bds · 1 ba · -- sqft,"$2,750/mo"
271,"Dalrymple St, Boston, MA","4 bds · 1 ba · 1,150 sqft","$3,500/mo"
272,"Bynner St, Boston, MA",2 bds · 1 ba · 776 sqft,"$2,500/mo"
273,"16 Dresden St FL 1ST, Jamaica Plain, MA",2 bds · 1 ba · -- sqft,"$2,600/mo"
274,"Day St, Boston, MA",2 bds · 1 ba · -- sqft,"$2,050/mo"
275,"Burnett St, Boston, MA",3 bds · 1.5 ba · -- sqft,"$2,500/mo"
276,"137 Paul Gore St # 2, Boston, MA","3 bds · 2 ba · 1,200 sqft","$3,200/mo"
277,"55 Seaverns Ave # 2, Boston, MA","Studio · 1 ba · 99,999 sqft","$2,000/mo"
278,"26 Boylston St APT 1T, Boston, MA",3 bds · 2 ba · -- sqft,"$3,400/mo"
279,"(undisclosed Address), Jamaica Plain, MA",1 bd · 1 ba · 300 sqft,"$1,750/mo"
280,"56 Burnett St # 2, Jamaica Plain, MA","3 bds · 1.5 ba · 1,300 sqft","$2,300/mo"
281,"3156 Washington St, Boston, MA",Studio · 1 ba · 600 sqft,"$1,750/mo"
