"","address","price","rooms","lat","lng"
"682","University Rd, Brookline, MA",3750,"4",42.3378258,-71.1324809
"683","Winthrop Rd, Brookline, MA",3200,"3",42.3371397,-71.1324975
"684","Davis Ave, Brookline, MA",3825,"4",42.3318665,-71.1234116
"685","Gardner Rd, Brookline, MA",1950,"1",42.3355417,-71.1300932
"686","1728 Beacon St # 2, Brookline, MA",2250,"1",42.3385276,-71.1401449
"687","102 Cypress St, Brookline, MA",4600,"5",42.3314244,-71.1254921
"688","99 Chestnut St APT 5, Brookline, MA",2400,"2",42.3255824,-71.124322
"689","Parkway Rd, Brookline, MA",2850,"3",42.3357668,-71.1115674
"690","279 Walnut St, Brookline, MA",2695,"3",42.3287933,-71.125507
"691","Parkway Rd, Brookline, MA",2850,"3",42.3357668,-71.1115674
"692","20 Parkway Rd # 4A, Brookline, MA",2850,"3",42.335775,-71.1117923
"693","65 Boylston St, Brookline, MA",3590,"4",42.3314846,-71.1193121
"694","Addington Rd, Brookline, MA",3500,"3",42.3361403,-71.1338649
"695","Addington Rd, Brookline, MA",3500,"3",42.3361403,-71.1338649
"696","17 Englewood Ave, Brookline, MA",2500,"2",42.3379523,-71.1452706
"697","Chestnut Pl, Brookline, MA",2700,"1",42.3259874,-71.1266286
"698","462 Chestnut Hill Ave # 2GS1, Brookline, MA",2700,"2",42.3340897,-71.1476645
"699","84 University Rd, Brookline, MA",3750,"4",42.3378121,-71.1322853
"700","5 Acron Rd, Brookline, MA",5250,"4",42.3303783,-71.1182813
"701","27 Heath St # B, Brookline, MA",2800,"3",42.3258602,-71.1434392
"702","41 Harvard St STE 1, Brookline, MA",1850,"1",42.3346788,-71.1189506
"703","231 High St, Brookline, MA",3000,"2",42.3242458,-71.1217823
"704","Beacon St, Brookline, MA",2500,"3",42.3406396,-71.127292
"705","Heath St, Brookline, MA",3350,"4",42.3224331,-71.1579673
"706","Dean Rd, Brookline, MA",1950,"1",42.3335589,-71.1459006
"707","Chestnut St, Brookline, MA",2200,"2",42.3252706,-71.1239229
"708","Beacon St, Brookline, MA",2400,"2",42.3406396,-71.127292
"709","Perry St, Brookline, MA",2400,"2",42.3370877,-71.1173375
"710","Beacon St, Brookline, MA",3300,"3",42.3406396,-71.127292
"711","23 Heath St, Brookline, MA",3400,"4",42.3258882,-71.1433088
"712","310 Tappan St APT 5, Brookline, MA",2725,"2",42.3361938,-71.1380022
"713","Gorham Ave, Brookline, MA",2000,"2",42.3331157,-71.1256422
"714","99 Pond Ave APT 603, Brookline, MA",2400,"1",42.3293104,-71.115276
"715","48 Englewood Ave # 1B, Brookline, MA",4200,"4",42.3378868,-71.1471951
"716","133 Cypress St # DB, Brookline, MA",2700,"3",42.3340865,-71.1205538
"717","553 Brookline Ave APT 3, Brookline, MA",2000,"2",42.3349995,-71.1117109
"718","Beacon St, Brookline, MA",2375,"2",42.3406396,-71.127292
"719","Beacon St, Brookline, MA",2400,"2",42.3406396,-71.127292
"720","38 Clark Rd, Brookline, MA",3600,"3",42.3308744,-71.1292871
"721","36 Clark Rd, Brookline, MA",3600,"3",42.3306982,-71.1293445
"722","Washington St, Brookline, MA",1750,"1",42.3377587,-71.127238
"723","9 Corey Rd APT 3, Brookline, MA",2400,"2",42.3383358,-71.1420595
"724","Perry St, Brookline, MA",2175,"2",42.3370877,-71.1173375
"725","Beacon St, Brookline, MA",4100,"4",42.3406396,-71.127292
"726","Brook St, Brookline, MA",3600,"4",42.3363093,-71.1164372
"727","Boylston St, Brookline, MA",1550,"1",42.326369,-71.1453151
"728","1856 Beacon St APT 6F, Brookline, MA",2600,"2",42.3372088,-71.1458768
"729","Beaconsfield Rd, Brookline, MA",5300,"4",42.3354136,-71.1383194
"730","High Street Pl, Brookline, MA",2300,"2",42.3261302,-71.1211844
"731","Pond Ave, Brookline, MA",2350,"1",42.3269958,-71.1161196
"732","Beacon St, Brookline, MA",4000,"4",42.3406396,-71.127292
"733","Harvard St, Brookline, MA",2010,"1",42.3428805,-71.1224127
"734","Claflin Rd, Brookline, MA",3000,"3",42.337156,-71.1363095
"735","Beacon St, Brookline, MA",1550,"1",42.3406396,-71.127292
"736","199 Boylston St, Brookline, MA",3600,"4",42.3307394,-71.1224943
"737","Winthrop Rd, Brookline, MA",2150,"2",42.3371397,-71.1324975
"738","Beacon St, Brookline, MA",2100,"1",42.3406396,-71.127292
"739","Orchard Rd, Brookline, MA",3775,"5",42.3415962,-71.1407713
"740","1694 Beacon St APT 3, Brookline, MA",2100,"1",42.3388458,-71.1386079
"741","138 Brook St, Brookline, MA",4800,"4",42.3362656,-71.1188411
"742","137 Brook St, Brookline, MA",4800,"4",42.336273,-71.1186938
"743","155 Davis Ave # 04D, Brookline, MA",3850,"4",42.3322925,-71.1257282
"744","24 Claflin Rd # 2, Brookline, MA",4400,"4",42.3370566,-71.1363573
"745","Cypress St, Brookline, MA",3875,"4",42.3296432,-71.1260703
"746","Cypress St, Brookline, MA",3875,"4",42.3296432,-71.1260703
"747","1681 Beacon St # 3A, Brookline, MA",4100,"4",42.3383646,-71.1379722
"748","48 Allerton St # M1C, Brookline, MA",5000,"5",42.3293868,-71.117008
"749","187 Winthrop Rd, Brookline, MA",4200,"4",42.3381016,-71.1360947
"750","Winthrop Rd, Brookline, MA",2150,"2",42.3371397,-71.1324975
"751","134 Davis Ave, Brookline, MA",3850,"4",42.3316226,-71.1248011
"752","1782 Beacon St UNIT 1, Brookline, MA",4500,"3",42.3377601,-71.1426173
"753","1742 Beacon St, Brookline, MA",2100,"1",42.3383519,-71.1406574
"754","Boylston St, Brookline, MA",3000,"3",42.326369,-71.1453151
"755","1680 Beacon St, Brookline, MA",2100,"2",42.3389726,-71.1379048
"756","183 Winthrop Rd # 3MA, Brookline, MA",4100,"4",42.3381605,-71.1359238
"757","Greenough St, Brookline, MA",2600,"1",42.3337301,-71.1272124
"758","45 Beaconsfield Rd # 1, Brookline, MA",5300,"4",42.3345887,-71.1371522
"759","Elm St, Brookline, MA",4250,"5",42.3323381,-71.1241204
"760","Chestnut Pl, Brookline, MA",2700,"1",42.3259874,-71.1266286
"761","1890 Beacon St # B, Brookline, MA",1800,"1",42.3367591,-71.1474008
"762","Brook St, Brookline, MA",3000,"3",42.3363093,-71.1164372
"763","9 Strathmore Rd APT 3, Brookline, MA",5900,"4",42.3360776,-71.1457351
"764","51 Bowker St # 2, Brookline, MA",3175,"2",42.3345679,-71.1148425
"765","629 Chestnut Hill Ave UNIT 1, Brookline, MA",2200,"2",42.3286346,-71.1452388
"766","14 Strathmore Rd APT 4, Brookline, MA",1750,"1",42.3360373,-71.1459373
"767","5 Kendall St APT 2, Brookline, MA",3500,"4",42.3270417,-71.1245153
"768","Beacon St, Brookline, MA",2750,"2",42.3406396,-71.127292
"769","208 Winthrop Rd, Brookline, MA",1850,"1",42.338372,-71.1368417
"770","Brook St, Brookline, MA",3100,"3",42.3363093,-71.1164372
"771","Orchard Rd, Brookline, MA",3775,"5",42.3415962,-71.1407713
"772","192 Winthrop Rd # 207, Brookline, MA",1750,"1",42.3381308,-71.1361644
"773","7 Roberts St, Brookline, MA",2300,"2",42.3265886,-71.1232727
"774","Davis Ave, Brookline, MA",3825,"4",42.3318665,-71.1234116
"775","Davis Ave, Brookline, MA",3895,"4",42.3318665,-71.1234116
"776","1798 Beacon St # 3, Brookline, MA",3300,"3",42.3378134,-71.1437171
"777","18 University Rd # A13, Brookline, MA",3200,"4",42.3383371,-71.1348535
"778","Beacon St, Brookline, MA",2750,"2",42.3406396,-71.127292
"779","Beacon St, Brookline, MA",2725,"2",42.3406396,-71.127292
"780","Beacon St, Brookline, MA",2700,"2",42.3406396,-71.127292
"781","285 Walnut St, Brookline, MA",5500,"4",42.3286053,-71.1256522
"782","1796 Beacon St # 8AS, Brookline, MA",2700,"2",42.3376124,-71.143353
"783","Davis Ave, Brookline, MA",3825,"4",42.3318665,-71.1234116
"784","Davis Ave, Brookline, MA",3895,"4",42.3318665,-71.1234116
"785","Cypress St, Brookline, MA",3825,"4",42.3296432,-71.1260703
"786","Cypress St, Brookline, MA",3875,"4",42.3296432,-71.1260703
"787","Beacon St, Brookline, MA",2700,"2",42.3406396,-71.127292
"788","1670 Beacon St, Brookline, MA",2350,"2",42.338944,-71.1374476
"789","300 Tappan St, Brookline, MA",2725,"2",42.3358261,-71.138012
"790","31 Gardner Rd, Brookline, MA",2200,"1",42.33762,-71.1280225
"791","14 Davis Ave # 4C, Brookline, MA",3895,"4",42.3325301,-71.1193309
"792","Gorham Ave, Brookline, MA",2000,"2",42.3331157,-71.1256422
"793","14 Homer St # 1CA, Brookline, MA",3695,"3",42.3360233,-71.1196171
"794","21 Rice St # 1CA, Brookline, MA",2200,"1",42.3274274,-71.1231328
"795","1802 Beacon St # 8TT, Brookline, MA",3300,"3",42.3375698,-71.143561
"796","Gorham Ave, Brookline, MA",2000,"2",42.3331157,-71.1256422
"797","Prince St, Brookline, MA",3450,"3",42.3270047,-71.1255485
"798","139 Brook St, Brookline, MA",4400,"4",42.336384,-71.1187695
"799","132 Brook St, Brookline, MA",4400,"4",42.3362803,-71.1186072
"800","Tabor Pl, Brookline, MA",2200,"2",42.3359131,-71.1181975
"801","Pond Ave, Brookline, MA",2550,"1",42.3269958,-71.1161196
"802","137 Gardner Rd # 1, Brookline, MA",4500,"4",42.3356616,-71.1303719
"803","1897 Beacon St # B2, Brookline, MA",1575,"1",42.3364542,-71.1476469
"804","1760 Beacon St # 3, Brookline, MA",3200,"2",42.337999,-71.141462
"805","1790 Beacon St, Brookline, MA",2700,"2",42.3376551,-71.143145
"806","Strathmore Rd, Brookline, MA",2300,"2",42.3360472,-71.1458877
"807","Winthrop Rd, Brookline, MA",3100,"4",42.3371397,-71.1324975
"808","Winthrop Rd, Brookline, MA",3100,"4",42.3371397,-71.1324975
"809","Netherlands Rd, Brookline, MA",2850,"2",42.3363462,-71.1119771
"810","17 Roberts St, Brookline, MA",3300,"3",42.3267687,-71.1229102
"811","Kent St, Brookline, MA",3175,"2",42.338194,-71.1127579
"812","Beacon St, Brookline, MA",3100,"2",42.3406396,-71.127292
"813","176 Winthrop Rd APT 4, Brookline, MA",1785,"1",42.3378227,-71.1357477
"814","Boylston St, Brookline, MA",3600,"4",42.326369,-71.1453151
"815","Chestnut St, Brookline, MA",1500,"1",42.3252706,-71.1239229
"816","1752 Beacon St, Brookline, MA",2100,"1",42.3380387,-71.1412777
"817","53 Ackers Ave UNIT 53, Brookline, MA",3500,"3",42.3287511,-71.1478879
"818","141 Beaconsfield Rd APT 5, Brookline, MA",3600,"2",42.3363915,-71.1406768
"819","1755 Beacon St # 2, Brookline, MA",7350,"3",42.3378001,-71.1412442
"820","Beacon St, Brookline, MA",7200,"4",42.3406396,-71.127292
"821","95 Chestnut St APT 5, Brookline, MA",2200,"1",42.3254793,-71.1242229
"822","91 Chestnut St APT 1, Brookline, MA",2300,"2",42.3257914,-71.1245534
"823","130 Brook St, Brookline, MA",4800,"4",42.3362853,-71.118548
"824","124 Brook St, Brookline, MA",4400,"6",42.3362977,-71.1183701
"825","69 Boylston St, Brookline, MA",3600,"4",42.3313361,-71.1193189
"826","48 Boylston St, Brookline, MA",3600,"4",42.3312543,-71.1187737
"827","Gardner Rd, Brookline, MA",1950,"1",42.3355417,-71.1300932
"828","215 Winthrop Rd, Brookline, MA",1695,"1",42.3383737,-71.1367054
"829","212 Winthrop Rd, Brookline, MA",1895,"1",42.3384646,-71.1371941
"830","211 Winthrop Rd, Brookline, MA",1850,"1",42.3383596,-71.1366761
"831","213 Winthrop Rd, Brookline, MA",1950,"1",42.3383667,-71.1366908
"832","1987 Beacon St # 4, Waban, MA",2100,"2",42.3293361,-71.2456882
"833","Chestnut St, Brookline, MA",1500,"1",42.3252706,-71.1239229
"834","215 Cypress St # 2, Brookline, MA",2600,"2",42.3277045,-71.1251058
"835","Tappan St, Brookline, MA",2700,"2",42.3332987,-71.1338414
"836","Strathmore Rd, Brookline, MA",3800,"4",42.3360472,-71.1458877
"837","Beacon St, Brookline, MA",2700,"2",42.3406396,-71.127292
"838","209 Winthrop Rd, Brookline, MA",1695,"1",42.3383526,-71.1366615
"839","16 E Milton Rd # 2, Brookline, MA",3200,"3",42.3294379,-71.1252746
"840","22 Claflin Rd # 3, Brookline, MA",4400,"4",42.3371463,-71.136314
"841","23 Claflin Rd # 001, Brookline, MA",4400,"4",42.3371552,-71.136539
"842","Beacon St, Brookline, MA",2700,"3",42.3406396,-71.127292
"843","37 Claflin Rd, Brookline, MA",2500,"2",42.3369288,-71.1364253
"844","12 Strathmore Rd, Brookline, MA",2850,"3",42.3359083,-71.1457407
"845","Beacon St, Brookline, MA",1800,"1",42.3406396,-71.127292
"846","38 Dean Rd # T2AM, Brookline, MA",1800,"1",42.3363189,-71.1413325
"847","Beacon St, Brookline, MA",2100,"1",42.3406396,-71.127292
"848","5 Smythe St # 1F, Brookline, MA",3000,"3",42.3308761,-71.1235377
"849","E Milton Rd, Brookline, MA",3200,"3",42.3294054,-71.1256023
"850","152 Winthrop Rd, Brookline, MA",2300,"2",42.3375276,-71.1347634
"851","2 Claflin Rd APT 4, Brookline, MA",3100,"3",42.3378038,-71.1359569
"852","13 E Milton Rd # 2, Brookline, MA",3125,"3",42.3294309,-71.1253303
"853","Sutherland Rd, Brookline, MA",3500,"3",42.3386339,-71.1492824
"854","341 Tappan St APT 2, Brookline, MA",3000,"1",42.3371336,-71.1383375
"855","22 Chestnut Place # FL 3RD, Brookline, MA",3000,"2",42.3264706,-71.1266096
"856","39 Gardner Rd # 4A, Brookline, MA",2500,"2",42.3374722,-71.1278551
"857","92 Cypress St, Brookline, MA",3875,"4",42.331954,-71.1253602
"858","382 Washington St, Brookline, MA",2550,"2",42.3342947,-71.122704
"859","20 Winthrop Rd, Brookline, MA",2300,"2",42.3367466,-71.1289334
"860","Falcon St, Boston, MA",1950,"3",42.3819751,-71.0352747
"861","10 Wilbur Ct, East Boston, MA",1450,"1",42.3670445,-71.0364343
"862","215 Lexington St # 3, East Boston, MA",1500,"1",42.379558,-71.031965
"863","112 Trenton St, Boston, MA",2400,"2",42.3794828,-71.0352532
"864","123 Saratoga St, Boston, MA",2300,"1",42.3767932,-71.0354028
"865","96 Chelsea St # 1, Boston, MA",2100,"2",42.372403,-71.036205
"866","Saratoga St, Boston, MA",2000,"2",42.3833097,-71.0183912
"867","Brooks St, Boston, MA",2550,"3",42.3786683,-71.034939
"868","2 Aramon St UNIT 2, Boston, MA",2200,"2",42.366535,-71.0306552
"869","Maverick St, Boston, MA",4000,"4",42.3686559,-71.0355256
"870","34 White St # 1, Boston, MA",1600,"1",42.3806724,-71.0384401
"871","Meridian St, Boston, MA",2000,"3",42.3771261,-71.0391537
"872","38 White St, Boston, MA",1300,"1",42.3806497,-71.038273
"873","112 Trenton St # 2, Boston, MA",2400,"1",42.3794828,-71.0352532
"874","273 Webster St # 1, Boston, MA",2200,"2",42.364493,-71.030956
"875","Bayswater St, East Boston, MA",2200,"1",42.3836643,-71.0022462
"876","150 Liverpool St APT 5, Boston, MA",2550,"2",42.3733416,-71.040291
"877","London St, East Boston, MA",2200,"3",42.3732523,-71.0391579
"878","Chelsea St, East Boston, MA",2300,"3",42.379793,-71.0519282
"879","Marginal St, East Boston, MA",2200,"2",42.3650844,-71.0353847
"880","647 Bennington St, Boston, MA",3400,"3",42.383513,-71.015288
"881","London St, Boston, MA",1600,"1",42.3732523,-71.0391579
"882","Saint Andrew Rd, Boston, MA",2100,"2",42.3842866,-71.0020837
"883","Lexington St, Boston, MA",1550,"2",42.3786683,-71.034939
"884","New St, East Boston, MA",2842,"1",42.3716034,-71.0431591
"885","Decatur St, Boston, MA",2400,"2",42.3727133,-71.040496
"886","358 Meridian St, Boston, MA",3400,"5",42.3788578,-71.039452
"887","103 Falcon St, Boston, MA",2900,"4",42.38179,-71.035131
"888","1 Orient Ave, Boston, MA",3200,"4",42.3898779,-70.9990037
"889","37 Condor St, Boston, MA",2950,"4",42.3824169,-71.038745
"890","115 Leyden St # 1, Boston, MA",1400,"1",42.3890167,-71.0078518
"891","214 E Eagle St # 3, Boston, MA",2250,"2",42.381543,-71.032727
"892","197 Marion St # 1, Boston, MA",2195,"2",42.3753488,-71.0348818
"893","105 Falcon St, Boston, MA",2900,"4",42.381791,-71.03503
"894","34 Decatur St # 1, Boston, MA",2400,"2",42.3726056,-71.0398217
"895","117 Addison St # 2, Boston, MA",2400,"3",42.3854185,-71.0170924
"896","142-146 Everett St # 3, Boston, MA",2400,"2",42.3667567,-71.032615
"897","Condor St, Boston, MA",2950,"4",42.3825909,-71.034738
"898","60 Gove St # 2, Boston, MA",2300,"2",42.37115,-71.0366274
"899","Falcon St, Boston, MA",1750,"2",42.3819751,-71.0352747
"900","156 Porter St # 49, East Boston, MA",2100,"1",42.371907,-71.0338822
"901","Orient Ave, Boston, MA",3200,"4",42.3903206,-71.0049914
"902","26 Brooks St # 3, Boston, MA",1400,"1",42.375892,-71.0323606
"903","Brooks St, Boston, MA",1700,"1",42.3786683,-71.034939
"904","White St, Boston, MA",1600,"1",42.3805253,-71.0360889
"905","Maverick St, Boston, MA",2800,"4",42.3686559,-71.0355256
"906","9 Paris St # 1, Boston, MA",1300,"1",42.3694863,-71.040254
"907","379 Maverick Street # 1 FL 2ND, Boston, MA",4000,"4",42.365755,-71.029414
"908","Brooks St, Boston, MA",2100,"2",42.3786683,-71.034939
"909","Condor St, Boston, MA",2950,"4",42.3825909,-71.034738
"910","Orient Ave, Boston, MA",3200,"4",42.3903206,-71.0049914
"911","3 Orient Ave # 3, Boston, MA",3200,"4",42.3899153,-70.9991497
"912","200 Chelsea St # 2, Boston, MA",2500,"3",42.3749847,-71.0331823
"913","160 Princeton St # 2, Boston, MA",2000,"2",42.37862,-71.03366
"914","293 Meridian St # 1, Boston, MA",2000,"3",42.376911,-71.0389561
"915","42 Jeffries St # 2, Boston, MA",1650,"1",42.3644411,-71.0297169
"916","Brooks St, Boston, MA",1700,"1",42.3786683,-71.034939
"917","Porter St, East Boston, MA",1400,"1",42.3718431,-71.0337814
"918","Bayswater St, Boston, MA",1900,"2",42.3836643,-71.0022462
"919","Chelsea St, Boston, MA",2300,"3",42.379793,-71.0519282
"920","Meridian St, Boston, MA",1500,"1",42.3771261,-71.0391537
"921","Chelsea St, Boston, MA",2300,"2",42.379793,-71.0519282
"922","15 Frankfort St APT 3, Boston, MA",2400,"3",42.3691733,-71.0355992
"923","744 Bennington St, Boston, MA",2900,"9",42.3854598,-71.0111074
"924","Marion St, Boston, MA",2050,"3",42.3772495,-71.0366775
"925","723 Bennington St # 2, Boston, MA",2200,"3",42.3846543,-71.0120145
"926","Princeton St, Boston, MA",2000,"2",42.3788171,-71.0324869
"927","Appian Pl, East Boston, MA",1500,"1",42.3755901,-71.0357275
"928","60 Lubec St # 2A, Boston, MA",1450,"1",42.3703518,-71.0338787
"929","756 Saratoga St, Boston, MA",2900,"3",42.3839036,-71.0173321
"930","96 Webster St # 3, Boston, MA",2400,"2",42.3669883,-71.037139
"931","53 Bayswater St # 2, Boston, MA",1900,"2",42.3845848,-71.0050864
"932","60 Bayswater St # 2, Boston, MA",2200,"1",42.3845358,-71.0044922
"933","Saratoga St, Boston, MA",2000,"2",42.3833097,-71.0183912
"934","Saratoga St, Boston, MA",2600,"3",42.3833097,-71.0183912
"935","41 Bayswater St # 4R, Boston, MA",4200,"3",42.384984,-71.0052831
"936","Orleans Street #, Boston, MA",3000,"3",42.3695784,-71.0366584
"937","316 Chelsea St # 1, Boston, MA",1900,"2",42.3770324,-71.0307507
"938","26-28 Princeton St # 3, Boston, MA",4200,"6",42.3768879,-71.0382108
"939","342 Meridian St, Boston, MA",2550,"3",42.3782604,-71.0394286
"940","151-153 Meridian St # 2, Boston, MA",3500,"3",42.3737904,-71.0387933
"941","Eutaw St, Boston, MA",2200,"3",42.3794539,-71.0369493
"942","71 Morris St # 3, Boston, MA",1600,"1",42.3764424,-71.0320721
"943","Putnam St, Boston, MA",1500,"1",42.3794723,-71.0327901
"944","Chelsea St, East Boston, MA",2200,"2",42.379793,-71.0519282
"945","Meridian St, East Boston, MA",1800,"1",42.3771261,-71.0391537
"946","130 Webster St APT 2, Boston, MA",1400,"2",42.3664124,-71.0358858
"947","19 Bremen St, Boston, MA",3200,"3",42.3689877,-71.0384281
"948","Monmouth St, Boston, MA",2000,"2",42.3797019,-71.0383465
"949","Everett St, Boston, MA",2600,"4",42.3588334,-71.1373212
"950","133 Cottage St, Boston, MA",3250,"4",42.368921,-71.033694
"951","154 Webster St # A, Boston, MA",2200,"2",42.3661254,-71.0353195
"952","4 Brigham St # 2, Boston, MA",4000,"2",42.365098,-71.034487
"953","27 Princeton St # 3E, Boston, MA",4200,"6",42.3765659,-71.037918
"954","36 Beachview Rd # 1, Boston, MA",2799,"3",42.3906788,-71.0033922
"955","Gove St, East Boston, MA",2400,"3",42.3706454,-71.0357425
"956","41 Saint Edward Rd # 1, Boston, MA",3000,"4",42.385632,-71.002244
"957","Cottage St, Boston, MA",2400,"2",42.3706831,-71.0319611
"958","Bremen St, Boston, MA",2275,"2",42.3753627,-71.0313453
"959","99 Gove St, East Boston, MA",2000,"1",42.370252,-71.035164
"960","1115 Saratoga St, Boston, MA",2550,"3",42.3847306,-71.0018971
"961","64 London St # 2, East Boston, MA",2000,"2",42.371679,-71.040701
"962","Maverick St, Boston, MA",2800,"4",42.3686559,-71.0355256
"963","Maverick St, Boston, MA",3300,"3",42.3686559,-71.0355256
"964","139 Paris St APT 3, Boston, MA",1595,"1",42.373007,-71.036648
"965","31 W Eagle St, East Boston, MA",2400,"3",42.381138,-71.038487
"966","Meridian St, Boston, MA",2900,"4",42.3771261,-71.0391537
"967","227 Saratoga St # 3, Boston, MA",1500,"1",42.377653,-71.032946
"968","Brooks St, Boston, MA",3050,"3",42.3786683,-71.034939
"969","175 Princeton St # 1, Boston, MA",2700,"4",42.378449,-71.032865
"970","Falcon St, Boston, MA",2500,"3",42.3819751,-71.0352747
"971","132 Chelsea St # 2, Boston, MA",1750,"2",42.373384,-71.03527
"972","160 Cottage St APT 401, Boston, MA",1795,"2",42.369955,-71.0331078
"973","27 Falcon St, Boston, MA",1950,"3",42.381792,-71.038647
"974","234 Lexington St, Boston, MA",1800,"1",42.3801739,-71.031549
"975","171 Trenton St # 1, Boston, MA",2450,"3",42.3801599,-71.0324119
"976","Meridian St, Boston, MA",2550,"3",42.3771261,-71.0391537
"977","101 Falcon St, Boston, MA",2500,"3",42.38179,-71.035231
"978","Frankfort St, Boston, MA",3200,"4",42.3701845,-71.0347305
"979","324 Saratoga St # 326, Boston, MA",2850,"3",42.378774,-71.0311849
"980","135 Orleans St, Boston, MA",3150,"4",42.3702599,-71.035547
"981","284 Sumner St, Boston, MA",2600,"3",42.367958,-71.037055
"982","Meridian St, Boston, MA",2900,"4",42.3771261,-71.0391537
"983","Frankfort St, Boston, MA",3395,"4",42.3701845,-71.0347305
"984","77 Eutaw St # 3, Boston, MA",2200,"4",42.3794764,-71.0363124
"985","72 Frankfort St # 1C, Boston, MA",2400,"3",42.370934,-71.034228
"986","215 Leyden St # 1, East Boston, MA",1775,"2",42.388356,-71.003254
"987","Chelsea St, Boston, MA",1845,"2",42.379793,-71.0519282
"988","141 Cottage St # 3, Boston, MA",3100,"4",42.369138,-71.033439
"989","37 Chelsea St APT 4, Boston, MA",2375,"2",42.370743,-71.037435
"990","166 Chelsea St # B, Boston, MA",1700,"1",42.3738663,-71.0341597
"991","119 Maverick St, Boston, MA",1838,"1",42.3703657,-71.0394381
"992","Lewis St, Boston, MA",2255,"1",42.3637985,-71.0522599
"993","New St, Boston, MA",3282,"2",42.3716034,-71.0431591
"994","New St, Boston, MA",2658,"1",42.3716034,-71.0431591
"995","11 Boardman St # B, Boston, MA",1300,"1",42.3876187,-71.008398
"996","191 Everett St APT 2, Boston, MA",3100,"4",42.365796,-71.031323
"997","242 Lexington St APT 1, Boston, MA",1850,"2",42.3802949,-71.031226
"998","102 Saratoga St # 1, Boston, MA",2000,"2",42.37684,-71.036145
"999","279 Lexington St # 3A, Boston, MA",2850,"4",42.38046,-71.029567
"1000","1101 Saratoga St, Boston, MA",2000,"2",42.3849341,-71.0024453
"1001","Boardman St, Boston, MA",1300,"1",42.3892611,-71.0107665
"1002","Maverick St, Boston, MA",1875,"2",42.3686559,-71.0355256
"1003","Maverick St, Boston, MA",2800,"4",42.3686559,-71.0355256
"1004","255 Webster St, Boston, MA",1800,"2",42.3645757,-71.0316077
"1005","63 Frankfort St APT 3R, Boston, MA",1400,"1",42.3704377,-71.0341111
"1006","163 Trenton St # B, East Boston, MA",1700,"1",42.380056,-71.0328288
"1007","Maverick St, Boston, MA",3300,"3",42.3686559,-71.0355256
"1008","112 Gladstone St # 3, Boston, MA",3200,"5",42.3891653,-71.004956
"1009","156 Lexington St # 1, Boston, MA",1600,"1",42.379153,-71.034289
"1010","69 Frankfort St # 3, Boston, MA",2600,"2",42.370617,-71.0339067
"1011","130 Marginal St # 3, East Boston, MA",2200,"2",42.365483,-71.0362924
"1012","Maverick St, Boston, MA",3000,"3",42.3686559,-71.0355256
"1013","109 Maverick St # B, Boston, MA",3000,"3",42.3704026,-71.0398513
"1014","60-62 Gove St UNIT 302, Boston, MA",2300,"2",42.3711487,-71.036637
"1015","400 Saratoga St # 3, Boston, MA",2150,"3",42.3791604,-71.0300341
"1016","Saratoga St, Boston, MA",2200,"3",42.3833097,-71.0183912
"1017","299 Lexington St, Boston, MA",2850,"4",42.380773,-71.028733
"1018","242 Lexington St, Boston, MA",1900,"2",42.3802949,-71.031226
"1019","67 Bennington St # 2, Boston, MA",3495,"5",42.375644,-71.0365
"1020","70 Frankfort St # 2B, Boston, MA",2400,"3",42.370876,-71.034296
"1021","154 Bennington St # 1, Boston, MA",3000,"4",42.377133,-71.033494
"1022","142 Cottage St # 3, Boston, MA",3400,"4",42.3693853,-71.0334618
"1023","192 Everett St, Boston, MA",4200,"6",42.3661704,-71.0312713
"1024","181 Cowper St, Boston, MA",1795,"1",42.3820395,-71.013195
"1025","203 Lexington St, Boston, MA",1750,"2",42.379436,-71.032284
"1026","Marginal St, Boston, MA",2700,"2",42.3650473,-71.0352973
"1027","60 London St, Boston, MA",2000,"2",42.371589,-71.040773
"1028","109-111 Webster St #4, Boston, MA",3200,"3",42.3665619,-71.0366594
"1029","105 Orleans St # 3, Boston, MA",2500,"3",42.369493,-71.036413
"1030","248 Meridian St, Boston, MA",3100,"2",42.3759429,-71.0393378
"1031","Frankfort St, Boston, MA",3200,"4",42.3701845,-71.0347305
"1032","Marginal St, Boston, MA",2200,"2",42.3650473,-71.0352973
"1033","48 Gove St # 1, Boston, MA",2400,"3",42.3366485,-71.0397637
"1034","351 Sumner St # 2, Boston, MA",2200,"2",42.3667478,-71.0352787
"1035","160 Cottage St, Boston, MA",1795,"2",42.369955,-71.0331078
"1036","Meridian St, Boston, MA",1700,"2",42.3771261,-71.0391537
"1037","29 Lexington St APT 2, Boston, MA",2900,"4",42.377089,-71.038575
"1038","122 Saratoga St # 4, Boston, MA",2000,"2",42.377077,-71.035673
"1039","14 Emmons St # 2, Boston, MA",1800,"2",42.3711899,-71.0384507
"1040","Eutaw St, Boston, MA",2200,"3",42.3794539,-71.0369493
"1041","Lexington St, Boston, MA",2000,"2",42.3786683,-71.034939
"1042","Saratoga St, East Boston, MA",2000,"2",42.3833097,-71.0183912
"1043","265 Border St # 2, Boston, MA",1600,"1",42.3770321,-71.0396662
"1044","104 Maverick St # 4, Boston, MA",3000,"3",42.3705248,-71.0398061
"1045","98 Chelsea St # 1, Boston, MA",1800,"2",42.372453,-71.036145
"1046","Lexington St, Boston, MA",2850,"4",42.3786683,-71.034939
