,address,others,price
50,"18 Farquhar St # 1, Boston, MA","2 bds · 1 ba · 9,999 sqft","$2,400/mo"
51,"4236 Washington St APT 409, Roslindale, MA","1 bd · 1 ba · 1,000 sqft","$2,095/mo"
52,"(undisclosed Address), Roslindale, MA","3 bds · 1 ba · 1,100 sqft","$2,500/mo"
53,"43 Liszt St # 2, Boston, MA","2 bds · 1 ba · 1,100 sqft","$1,700/mo"
54,"Hyde Park Ave, Roslindale, MA","3 bds · 2.5 ba · 1,422 sqft","$2,750/mo"
55,"29 Kittredge St # 22, Boston, MA",4 bds · 2 ba · -- sqft,"$3,300/mo"
56,"Walworth St, Roslindale, MA","3 bds · 1 ba · 1,300 sqft","$2,750/mo"
57,"5 Denton Ter # 1, Boston, MA","2 bds · 1 ba · 1,200 sqft","$2,100/mo"
58,"Hyde Park Ave, Boston, MA",3 bds · 1.5 ba · -- sqft,"$4,800/mo"
59,"4464 Washington St # 13, Boston, MA","2 bds · 1 ba · 1,130 sqft","$2,100/mo"
60,"95 Neponset Ave, Boston, MA","3 bds · 2 ba · 1,500 sqft","$3,095/mo"
61,"57 Knoll St # 2, Boston, MA","2 bds · 1 ba · 1,006 sqft","$1,800/mo"
62,"Seymour St, Roslindale, MA","3 bds · 1 ba · 9,999 sqft","$2,600/mo"
63,"(undisclosed Address), Boston, MA","3 bds · 1 ba · 1,100 sqft","$2,500/mo"
64,"7 Grew Hill Rd # 2, Boston, MA",2 bds · 1 ba · 854 sqft,"$1,800/mo"
65,"41 Firth Rd, Boston, MA","3 bds · 1 ba · 3,777 sqft","$2,500/mo"
66,"29 Pinehurst St # 1, Boston, MA","2 bds · 1 ba · 1,100 sqft","$2,000/mo"
67,"4380 Washington St # 1, Boston, MA","3 bds · 1 ba · 1,103 sqft","$2,700/mo"
68,"540 Hyde Park Ave # 2, Boston, MA",2 bds · 1 ba · 900 sqft,"$1,800/mo"
69,"6 Basto Ter # 1, Boston, MA","3 bds · 1 ba · 1,300 sqft","$2,100/mo"
70,"8 Kittredge St, Boston, MA",2 bds · 1 ba · 500 sqft,"$1,800/mo"
71,"581 South St, Boston, MA","3 bds · 1 ba · 1,825 sqft","$2,600/mo"
72,"130X3 Metropolitan Ave # 3, Roslindale, MA",1 bd · 1 ba · -- sqft,"$1,800/mo"
73,"40 Congreve St APT 3, Boston, MA","2 bds · 1 ba · 1,100 sqft","$1,700/mo"
74,"45 Seymour St # 2, Boston, MA","3 bds · 1 ba · 1,000 sqft","$2,600/mo"
75,"4043 Washington St # 2, Boston, MA",3 bds · 1.5 ba · -- sqft,"$2,500/mo"
76,"Pinedale Rd, Boston, MA","3 bds · -- ba · 1,075 sqft","$2,400/mo"
77,"Pinedale Rd, Boston, MA","3 bds · -- ba · 1,075 sqft","$2,375/mo"
78,"Stellman Rd, Boston, MA","3 bds · -- ba · 1,100 sqft","$2,400/mo"
79,"Neponset Ave, Boston, MA","4 bds · -- ba · 1,500 sqft","$3,095/mo"
80,"Stellman Rd, Boston, MA","3 bds · -- ba · 1,100 sqft","$2,400/mo"
81,"Cornell St, Boston, MA","3 bds · 1 ba · 1,200 sqft","$2,600/mo"
82,"9 Farquhar St # 1, Roslindale, MA","2 bds · 1.5 ba · 1,100 sqft","$2,200/mo"
83,"95-97 Neponset Ave, Boston, MA","4 bds · 2 ba · 2,412 sqft","$3,095/mo"
84,"4 Pinedale Rd # 22, Roslindale, MA","3 bds · 1 ba · 1,075 sqft","$2,395/mo"
85,"94 Neponset Ave # 52, Roslindale, MA","4 bds · 2 ba · 1,500 sqft","$3,150/mo"
86,"Hyde Park Ave, Roslindale, MA",3 bds · 2.5 ba · 999 sqft,"$2,750/mo"
87,"40 Murray Hill Rd # 3, Boston, MA",2 bds · 1 ba · 695 sqft,"$2,300/mo"
88,"127 Brown Ave, Boston, MA","4 bds · 1 ba · 3,089 sqft","$2,700/mo"
89,"145 Walworth St # 2, Boston, MA","3 bds · 1 ba · 2,418 sqft","$2,750/mo"
90,"4076 Washington St, Roslindale, MA","2 bds · 1 ba · 1,000 sqft","$1,875/mo"
91,"6 Primrose St # 1, Boston, MA","3 bds · 1.5 ba · 1,088 sqft","$2,400/mo"
92,"499 Poplar St # 3C, Roslindale, MA","3 bds · 2 ba · 1,600 sqft","$2,650/mo"
93,"42 Stellman Rd # 03, Roslindale, MA","3 bds · 1.5 ba · 1,100 sqft","$2,400/mo"
94,"41 Stellman Rd # 02, Roslindale, MA","3 bds · 1.5 ba · 1,100 sqft","$2,400/mo"
95,"3 Pinedale Rd # 21, Roslindale, MA","3 bds · 1 ba · 1,075 sqft","$2,495/mo"
96,"40 Stellman Rd # 5211584, Roslindale, MA",3 bds · 1.5 ba · -- sqft,"$2,400/mo"
97,"40 Harding Rd APT 2, Boston, MA",2 bds · 1 ba · 950 sqft,"$2,200/mo"
98,"497 Poplar St # 2, Boston, MA","2 bds · 1.5 ba · 1,500 sqft","$2,350/mo"
99,"95 Neponset Ave # 2, Boston, MA","4 bds · 2 ba · 1,118 sqft","$3,150/mo"
100,"34X1 Grew Hl # 1, Roslindale, MA",2 bds · 1 ba · -- sqft,"$1,900/mo"
101,"Washington St, Boston, MA",1 bd · 1 ba · -- sqft,"$2,350/mo"
102,"Ainsworth St, Boston, MA","2 bds · 1 ba · 1,500 sqft","$2,300/mo"
103,"3977 Washington St--Not Available Currently, 3 br, $2600",3 bds · -- ba · -- sqft,"$2,600+/mo"
104,"81 Florence St # 2A, Roslindale, MA","3 bds · 2 ba · 1,100 sqft","$2,800/mo"
