,address,others,price
64,"33 Howell St # 3, Boston, MA","4 bds · 1 ba · 1,100 sqft","$3,600/mo"
65,"15 Ronan St # 2, Boston, MA","4 bds · 1.5 ba · 1,100 sqft","$2,750/mo"
66,"21 Washburn St # 2, Boston, MA",3 bds · 1 ba · -- sqft,"$2,950/mo"
67,"8 Dawes St # 2, Dorchester, MA","3 bds · 1 ba · 1,200 sqft","$2,250/mo"
68,"26 Washburn St, Boston, MA",4 bds · 2 ba · -- sqft,"$4,100/mo"
69,"50 Island View Pl, Boston, MA",2 bds · 2 ba · -- sqft,"$2,650/mo"
70,"Washburn St, Boston, MA","4 bds · 2 ba · 1,100 sqft","$4,200/mo"
71,"179 Sydney St, Boston, MA",1 bd · 1 ba · 680 sqft,"$2,673/mo"
72,"3 Carson St # 1A, Boston, MA",3 bds · 1 ba · -- sqft,"$2,500/mo"
73,"7 Sumner Park # 3A, Dorchester, MA","3 bds · 1 ba · 1,200 sqft","$2,200/mo"
74,"25 Savin Hill Ave # 101A, Boston, MA","4 bds · 2 ba · 1,500 sqft","$3,200/mo"
75,"25 Rawson St # 7, Boston, MA","2 bds · 2.5 ba · 1,500 sqft","$3,999/mo"
76,"Morrissey Blvd, Boston, MA",Studio · -- ba · 524 sqft,"$2,225/mo"
77,"Columbia Rd, Boston, MA",2 bds · 1 ba · -- sqft,"$2,400/mo"
78,"19 Sudan St # 1A, Boston, MA",4 bds · 1 ba · -- sqft,"$2,700/mo"
79,"104 William T Morrissey Blvd # 2A, Boston, MA",4 bds · 2 ba · -- sqft,"$3,900/mo"
80,"28 Auckland St, Boston, MA","3 bds · 2 ba · 1,200 sqft","$2,850/mo"
81,"31 Harvest St # 312, Dorchester, MA","3 bds · 1 ba · 9,999 sqft","$3,100/mo"
82,"793 Columbia Rd # 1, Boston, MA",3 bds · 2 ba · -- sqft,"$2,250/mo"
83,"15 Bayside St # 2, Boston, MA","3 bds · 1 ba · 1,300 sqft","$3,100/mo"
84,"Sumner St, Dorchester, MA",4 bds · 2 ba · -- sqft,"$3,900/mo"
85,"15 Rowell St # 3F, Boston, MA","3 bds · 1 ba · 1,400 sqft","$2,700/mo"
86,"19 Rowell St # 3, Boston, MA",3 bds · 1 ba · -- sqft,"$2,650/mo"
87,"149 Boston St # 1, Boston, MA","3 bds · 1 ba · 1,000 sqft","$3,100/mo"
88,"246 Boston St # 6, Boston, MA","2 bds · 2.5 ba · 1,249 sqft","$3,000/mo"
89,"253 Boston St, Boston, MA","3 bds · 1 ba · 3,543 sqft","$2,100/mo"
90,"3 Carson St # 1, Boston, MA",3 bds · 1 ba · 950 sqft,"$2,500/mo"
91,"4 Sumner Sq # 2, Boston, MA",4 bds · 1.5 ba · -- sqft,"$4,000/mo"
92,"195 Hancock St # 1, Boston, MA",3 bds · 1 ba · 950 sqft,"$2,400/mo"
93,"136 Savin Hill Ave # 3, Boston, MA","4 bds · 1 ba · 1,650 sqft","$2,800/mo"
94,"369 Savin Hill Ave, Boston, MA",2 bds · 1 ba · -- sqft,"$2,150/mo"
95,"861 Dorchester Ave # 2, Dorchester, MA","4 bds · 1.5 ba · 1,400 sqft","$3,200/mo"
96,"Buttonwood Ct, Boston, MA","3 bds · 2.5 ba · 1,140 sqft","$2,700/mo"
97,"William T Morrissey Blvd, Boston, MA",2 bds · 1 ba · 830 sqft,"$3,450/mo"
98,"Morrissey Blvd, Boston, MA",2 bds · 2 ba · 964 sqft,"$3,813/mo"
99,"Morrissey Blvd, Boston, MA","3 bds · 2 ba · 1,152 sqft","$4,395/mo"
100,"William T Morrissey Blvd, Boston, MA",Studio · 1 ba · -- sqft,"$2,250/mo"
101,"Morrissey Blvd, Boston, MA","2 bds · 2 ba · 1,068 sqft","$3,630/mo"
102,"Morrissey Blvd, Boston, MA","2 bds · 2 ba · 1,050 sqft","$4,182/mo"
103,"68 Downer Ave # 1, Boston, MA","2 bds · 1 ba · 1,000 sqft","$1,700/mo"
104,"6 Hartland St, Boston, MA","3 bds · 2 ba · 1,500 sqft","$3,200/mo"
105,"64 Richfield St # 3, Boston, MA","3 bds · 1 ba · 1,251 sqft","$2,300/mo"
106,"Morrissey Blvd, Boston, MA",1 bd · 1 ba · 807 sqft,"$3,168/mo"
107,"42 Sudan St, Boston, MA",2 bds · 1 ba · -- sqft,"$2,000/mo"
108,"Clarkson St, Boston, MA",4 bds · 1 ba · -- sqft,"$2,700/mo"
109,"39 Harvest St # 3, Boston, MA",3 bds · 2 ba · -- sqft,"$3,000/mo"
110,"Sydney St, Dorchester, MA",3 bds · 2 ba · -- sqft,"$2,695/mo"
111,"Sydney St, Dorchester, MA",3 bds · 2 ba · -- sqft,"$2,695/mo"
112,"60 Belfort St # 2, Boston, MA",4 bds · 2 ba · -- sqft,"$3,500/mo"
113,"Boston St, Dorchester, MA","3 bds · 1.5 ba · 1,500 sqft","$3,200/mo"
114,"29 Pearl St # 3, Boston, MA","2 bds · 1 ba · 1,000 sqft","$2,800/mo"
115,"9 Taft St # U2A, Boston, MA","4 bds · 1 ba · 1,335 sqft","$2,800/mo"
116,"Howell St, Boston, MA","2 bds · 1 ba · 9,999 sqft","$2,200/mo"
117,"20 W Howell St # 3, Boston, MA","3 bds · 1 ba · 9,999 sqft","$2,500/mo"
118,"45 Newport St # 3, Boston, MA",3 bds · 1 ba · -- sqft,"$2,500/mo"
119,"Savin Hill Ave, Dorchester, MA",1 bd · 1 ba · -- sqft,"$1,900/mo"
120,"Newport St, Boston, MA",3 bds · 1 ba · -- sqft,"$2,500/mo"
121,"Howell St, Boston, MA",3 bds · 1 ba · -- sqft,"$2,850/mo"
122,"Mount Vernon St, Dorchester, MA",Studio · 1 ba · -- sqft,"$1,725/mo"
123,"52 Hartford St # 3, Boston, MA",2 bds · 1 ba · 900 sqft,"$1,800/mo"
124,"(undisclosed Address), Boston, MA",4 bds · 1 ba · -- sqft,"$2,850/mo"
125,"Columbia Rd, Boston, MA",Studio · 1 ba · -- sqft,"$1,650/mo"
126,"Columbia Rd, Boston, MA",2 bds · 1 ba · -- sqft,"$2,400/mo"
127,"120 Savin Hill Ave # 203, Boston, MA",2 bds · 1 ba · 880 sqft,"$2,500/mo"
128,"9 Maryland St # 2, Boston, MA","3 bds · 1 ba · 1,000 sqft","$2,550/mo"
129,"Sudan St, Dorchester, MA",3 bds · 2 ba · -- sqft,"$2,800/mo"
130,"400 Savin Hill Ave APT 6, Boston, MA",1 bd · 1 ba · 572 sqft,"$1,900/mo"
131,"9 Spring Garden St, Boston, MA",3 bds · 1 ba · -- sqft,"$2,700/mo"
132,"Pleasant St, Dorchester, MA",2 bds · 1 ba · -- sqft,"$1,800/mo"
133,"Deer St, Boston, MA",2 bds · 1 ba · -- sqft,"$2,000/mo"
134,"46 Trull St # 6A, Dorchester, MA",2 bds · 1 ba · 825 sqft,"$1,650/mo"
135,"Gayland St, Boston, MA","4 bds · 1 ba · 1,000 sqft","$2,300/mo"
136,"Sudan St, Boston, MA",3 bds · 2 ba · -- sqft,"$2,800/mo"
137,"31 Hartford St # 3, Dorchester, MA",2 bds · 1 ba · -- sqft,"$2,000/mo"
138,"Columbia Rd, Boston, MA",2 bds · -- ba · -- sqft,"$2,300/mo"
139,"Columbia Rd, Boston, MA",Studio · -- ba · -- sqft,"$1,600/mo"
140,"Columbia Rd, Boston, MA",1 bd · -- ba · -- sqft,"$1,700/mo"
141,"25 Drayton Ave APT 3, Dorchester, MA","3 bds · 1 ba · 3,944 sqft","$2,300/mo"
142,"44 Saint Margaret St # F1, Boston, MA",4 bds · 2 ba · -- sqft,"$3,950/mo"
143,"46 Tuttle St # 2, Dorchester, MA","2 bds · 1 ba · 1,000 sqft","$2,500/mo"
144,"147 Boston St, Boston, MA",3 bds · 1 ba · 800 sqft,"$2,950/mo"
145,"5 Sudan St # U2A, Boston, MA",3 bds · 2 ba · -- sqft,"$2,800/mo"
146,"27 Grant St # U2A, Boston, MA",4 bds · 2 ba · -- sqft,"$3,200/mo"
147,"W Cottage St, Boston, MA",4 bds · 1 ba · -- sqft,"$2,500/mo"
148,"Savin Hill Ave, Dorchester, MA",3 bds · 2 ba · -- sqft,"$3,000/mo"
149,"401 Morrissey Blvd # 2, Boston, MA",2 bds · 2.5 ba · -- sqft,"$3,000/mo"
150,"140 Boston St, Boston, MA",4 bds · 2 ba · -- sqft,"$4,200/mo"
151,"87 Roseclair St # 1, Boston, MA",2 bds · 1 ba · 706 sqft,"$2,300/mo"
152,"4 Sumner St # 1, Boston, MA","4 bds · 2.5 ba · 1,000 sqft","$4,000/mo"
153,"195 E Cottage St # 2, Boston, MA","4 bds · 2.5 ba · 1,400 sqft","$4,100/mo"
154,"4 Sumner Sq # 3, Boston, MA","3 bds · 1 ba · 1,000 sqft","$2,900/mo"
155,"29 Humphreys St APT 2F, Boston, MA","2 bds · 1 ba · 9,999 sqft","$1,950/mo"
156,"Columbia Rd, Boston, MA",3 bds · 2 ba · -- sqft,"$2,295/mo"
157,"140 Boston St # 1, Boston, MA","4 bds · 2 ba · 1,770 sqft","$4,200/mo"
158,"5 Linda Ln APT 4-1, Boston, MA",2 bds · 1 ba · 794 sqft,"$3,200/mo"
159,"Cameron St, Dorchester, MA","2 bds · 1 ba · 1,750 sqft","$1,650/mo"
160,"64 Grampian Way # 2, Boston, MA","3 bds · 2 ba · 1,500 sqft","$3,400/mo"
161,"7 Sumner Park # 3, Boston, MA","3 bds · 1 ba · 1,200 sqft","$2,200/mo"
162,"155 E Cottage St # 2C, Boston, MA",4 bds · 2 ba · -- sqft,"$2,900/mo"
163,"17 Roseclair St APT 2C, Dorchester, MA","4 bds · 1 ba · 1,500 sqft","$3,195/mo"
164,"667 Columbia Rd # 2C, Dorchester, MA",4 bds · 1 ba · -- sqft,"$2,800/mo"
165,"14 Willis St # 1F, Boston, MA",4 bds · 3 ba · -- sqft,"$4,000/mo"
166,"797 Columbia Rd # 3C, Boston, MA","4 bds · 1.5 ba · 1,110 sqft","$3,150/mo"
167,"18 Sumner St # 2, Boston, MA",5 bds · 2 ba · -- sqft,"$4,000/mo"
168,"Crescent Ave, Boston, MA",4 bds · 1 ba · -- sqft,"$2,500/mo"
169,"37 Howell St # 1D, Boston, MA",4 bds · 1 ba · -- sqft,"$3,200/mo"
170,"44 Julian St # 1, Dorchester, MA","3 bds · 1 ba · 1,100 sqft","$2,900/mo"
171,"Sumner St, Dorchester, MA",5 bds · 2 ba · -- sqft,"$4,000/mo"
172,"102 Sydney St APT 1, Boston, MA","3 bds · 2 ba · 1,400 sqft","$2,695/mo"
173,"139-141 Sydney St # 2, Boston, MA","3 bds · 1 ba · 1,000 sqft","$2,000/mo"
174,"14 Sumner St # 1F, Dorchester, MA",4 bds · 2 ba · -- sqft,"$3,600/mo"
175,"40 Wayland St # 3, Dorchester, MA","4 bds · 2 ba · 1,438 sqft","$2,800/mo"
176,"6 Alvan Ter # 1A, Dorchester, MA","3 bds · 1 ba · 1,078 sqft","$2,500/mo"
177,"9 Alvan Ter UNIT 3, Dorchester, MA","3 bds · 1 ba · 1,100 sqft","$2,575/mo"
178,"Alvan Ter, Boston, MA",3 bds · 1 ba · -- sqft,"$2,525/mo"
179,"609 Columbia Rd # 22, Dorchester, MA","1 bd · 1 ba · 9,999 sqft","$1,800/mo"
180,"11 Harbor View St # 3, Dorchester, MA","3 bds · 1 ba · 1,000 sqft","$2,100/mo"
181,"665 Columbia Rd, Boston, MA","4 bds · 1 ba · 1,250 sqft","$2,750/mo"
182,"157 E Cottage St # 2, Dorchester, MA",4 bds · 2 ba · -- sqft,"$2,850/mo"
183,"151 E Cottage St # 1, Dorchester, MA",4 bds · 2 ba · -- sqft,"$3,100/mo"
184,"(undisclosed Address), Dorchester, MA","4 bds · 2 ba · 1,500 sqft","$3,195/mo"
185,"(undisclosed Address), Boston, MA","5 bds · 1 ba · 1,500 sqft","$3,195/mo"
186,"E Cottage St, Dorchester, MA","4 bds · 2 ba · 1,400 sqft","$3,000/mo"
187,"85 Auckland St # 3P, Dorchester, MA",4 bds · 2 ba · -- sqft,"$2,700/mo"
188,"15 Holden St, Boston, MA",3 bds · 1 ba · -- sqft,"$2,100/mo"
189,"23 Roseclair St # 2C, Dorchester, MA",4 bds · 2 ba · -- sqft,"$3,195/mo"
190,"99 Sydney St # 1052, Dorchester, MA",3 bds · 2 ba · -- sqft,"$2,695/mo"
191,"159 E Cottage St, Dorchester, MA","4 bds · 2 ba · 1,285 sqft","$3,000/mo"
192,"15 Rowell St # 3, Dorchester, MA","3 bds · 1 ba · 1,400 sqft","$2,700/mo"
193,"253 Boston St # 3, Boston, MA","3 bds · 1 ba · 9,999 sqft","$2,400/mo"
194,"Sudan St, Boston, MA",4 bds · 1 ba · -- sqft,"$2,700/mo"
195,"Coleman St, Boston, MA",5 bds · 1 ba · -- sqft,"$2,350/mo"
196,"Grant St, Boston, MA",4 bds · 2 ba · -- sqft,"$3,200/mo"
197,"4 Elton St # 3, Boston, MA",4 bds · 1 ba · -- sqft,"$3,200/mo"
198,"5 Greenmount St # 1A, Boston, MA",3 bds · 1 ba · -- sqft,"$2,400/mo"
199,"106 Buttonwood St APT 1A, Dorchester, MA",2 bds · 1 ba · -- sqft,"$2,400/mo"
200,"Grant St, Dorchester, MA",4 bds · 2 ba · -- sqft,"$3,200/mo"
201,"12 Roseclair St # 1A, Dorchester, MA","5 bds · 1 ba · 1,800 sqft","$3,000/mo"
202,"121 E Cottage St UNIT 1A, Dorchester, MA","4 bds · 2 ba · 1,289 sqft","$2,795/mo"
203,"775 Columbia Rd # 3, Boston, MA","4 bds · 1.5 ba · 1,082 sqft","$3,075/mo"
204,"695 Columbia Rd # 2, Dorchester, MA","4 bds · 1 ba · 1,750 sqft","$2,650/mo"
205,"3 Saint William St # 2, Dorchester, MA",3 bds · 1 ba · 800 sqft,"$2,200/mo"
206,"70 Richfield St, Boston, MA","3 bds · 1 ba · 1,150 sqft","$2,200/mo"
207,"3 Bayside St # 3, Boston, MA","3 bds · 1 ba · 1,100 sqft","$2,300/mo"
208,"950 Dorchester Ave UNIT 200, Boston, MA",1 bd · 1 ba · 916 sqft,"$2,350/mo"
209,"15 Holden St # 1, Boston, MA",3 bds · 1 ba · -- sqft,"$2,100/mo"
210,"2 Elton St, Boston, MA","4 bds · 1 ba · 1,200 sqft","$3,200/mo"
211,"289 Hancock St # 2L, Dorchester, MA",1 bd · 1 ba · 600 sqft,"$1,400/mo"
212,"85 Auckland St # 3, Dorchester, MA","4 bds · 2 ba · 1,300 sqft","$2,700/mo"
213,"16-18 Baker Ct # 1, Boston, MA","2 bds · 1 ba · 99,999 sqft","$1,950/mo"
214,"8 Sumner Sq # 3, Boston, MA","3 bds · 1 ba · 1,100 sqft","$1,950/mo"
215,"4 Kevin Rd, Boston, MA","3 bds · 2 ba · 1,042 sqft","$3,000/mo"
216,"1 Harbor View St # J903, Boston, MA",1 bd · 1 ba · 764 sqft,"$3,000/mo"
217,"Sexton Ct, Dorchester, MA","4 bds · 2 ba · 1,537 sqft","$2,800/mo"
218,"49 Newport St, Boston, MA","2 bds · 1 ba · 2,473 sqft","$2,500/mo"
219,"692 Columbia Rd # 1RR, Boston, MA",2 bds · 1.5 ba · -- sqft,"$2,000/mo"
220,"7 Sudan St # 2A, Dorchester, MA",3 bds · 1 ba · -- sqft,"$2,850/mo"
221,"791 Columbia Rd # 3, Dorchester, MA","4 bds · 1 ba · 9,999 sqft","$2,500/mo"
222,"108 Buttonwood St # 2, Boston, MA",3 bds · 1 ba · -- sqft,"$3,000/mo"
223,"120 Savin Hill Ave # 206, Boston, MA",2 bds · 1 ba · 920 sqft,"$2,500/mo"
224,"Willis St, Dorchester, MA",4 bds · 1 ba · -- sqft,"$2,800/mo"
225,"6 Deer St # 1, Boston, MA","2 bds · 1 ba · 1,000 sqft","$2,000/mo"
226,"6 Deer St # U1, Boston, MA",2 bds · 1 ba · -- sqft,"$2,100/mo"
227,"Sydney St, Boston, MA","3 bds · 2 ba · 1,097 sqft","$2,695/mo"
228,"56 Dorset St # 2, Dorchester, MA","2 bds · 1 ba · 99,999 sqft","$2,200/mo"
229,"22 Howell St, Boston, MA","4 bds · 1 ba · 1,000 sqft","$2,800/mo"
230,"Morrissey Blvd, Boston, MA",Studio · 1 ba · -- sqft,"$2,277/mo"
231,"111 Sydney St # 1, Dorchester, MA","3 bds · 2 ba · 1,150 sqft","$2,695/mo"
232,"(undisclosed Address), Boston, MA",1 bd · 1 ba · -- sqft,"$2,395/mo"
